flow,compartment,unit,amount
Calcium,Emissions / Emissions to water,kilogram,8.047545328954555e-05
Krypton-87,air,kilo Becquerel,7.890892449148529e-05
Carbon Monoxide (fossil),Emissions / Emissions to air,kilogram,7.630191270311526e-05
From Pasture/meadow,Land use / Land transformation,square meter,7.19279016878182e-05
Thorium-228,water,kilo Becquerel,7.139385770806172e-05
Copper,Resources / Resources from ground,kilogram,7.133793604749204e-05
Uranium alpha,emissions to air / low. pop.,kilo Becquerel,7.11415693091427e-05
Calcium,Emissions / Emissions to water,kilogram,6.712160553637164e-05
Magnesite,soil,kilogram,5.628550027753466e-05
Radium-226,Emissions / Emissions to air,kilo Becquerel,5.4994078654360256e-05
Sulfur Dioxide,Emissions / Emissions to air,kilogram,5.34411505000304e-05
Lead-210,Emissions / Emissions to air,kilo Becquerel,4.902079637827511e-05
Uranium-234,Emissions / Emissions to water,kilo Becquerel,4.793121583055583e-05
Carbon Monoxide (fossil),Emissions / Emissions to air,kilogram,4.6892363975287285e-05
Sodium,water,kilogram,4.6244040086941334e-05
"Traffic Area, Rail Network",Land use / Land occupation,square meter-year,4.4887386554920796e-05
"Clay, bentonite",resources / in ground,kilogram,4.406160879536223e-05
From Forest,Land use / Land transformation,square meter,4.135755431727531e-05
Magnesium,Emissions / Emissions to water,kilogram,4.0080875294199075e-05
"Noise, aircraft, passenger",non material emissions / unspecified,person kilometer,3.998379790931794e-05
Thorium-234,water,kilo Becquerel,3.9864812641389256e-05
Protactinium-234,water,kilo Becquerel,3.9849946877279896e-05
To Industrial Area,Land use / Land transformation,square meter,3.932165251696928e-05
"Traffic Area, Road Network",Land use / Land occupation,square meter-year,3.8631726019042266e-05
Xenon-138,air,kilo Becquerel,3.75679686557739e-05
"To Arable, Non-irrigated",Land use / Land transformation,square meter,3.6810490510192205e-05
"From Arable, Non-irrigated",Land use / Land transformation,square meter,3.503033909071865e-05
Non-methane Volatile Organic Compounds,Emissions / Emissions to air,kilogram,3.460443140531309e-05
Methane (biogenic),Emissions / Emissions to air,kilogram,3.4603874377310194e-05
Fluorspar,soil,kilogram,3.422797654217765e-05
Chromium,Resources / Resources from ground,kilogram,3.3978643674326044e-05
To Forest,Land use / Land transformation,square meter,3.247717900423159e-05
Waste water,emissions to water / river,kilogram,3.2373352861467764e-05
fluoride,Emissions / Emissions to water,kilogram,3.154487667722205e-05
Carbon Monoxide (fossil),Emissions / Emissions to air,kilogram,3.0260092212767043e-05
"Radioactive Species, Nuclides, Unspecified",water,kilo Becquerel,2.9306901378884697e-05
zinc,Emissions / Emissions to water,kilogram,2.906200957907909e-05
Total Organic Carbon,water,kilogram,2.8193333962265115e-05
"Suspended Solids, Unspecified",water,kilogram,2.7093136172784162e-05
Nitrate,Emissions / Emissions to water,kilogram,2.6045905390317916e-05
"TOC, Total Organic Carbon","emissions to water / groundwater, long-term",kilogram,2.5831633923056298e-05
"DOC, Dissolved Organic Carbon","emissions to water / groundwater, long-term",kilogram,2.583163392305521e-05
"Radioactive Species, Other Beta Emitters",air,kilo Becquerel,2.5463583529743192e-05
Carbon Monoxide (biogenic),Emissions / Emissions to air,kilogram,2.4368106216329153e-05
Total Organic Carbon,water,kilogram,2.357884793269588e-05
nickel,Emissions / Emissions to water,kilogram,2.3466416763503894e-05
Krypton-89,air,kilo Becquerel,2.24568467185099e-05
"Wood, soft, standing",resources / biotic,cubic meter,2.1694587314037165e-05
Particles (> PM10),air,kilogram,2.0535435539735536e-05
Uranium-238,Emissions / Emissions to air,kilo Becquerel,2.0331289236753023e-05
Potassium,water,kilogram,2.0096773933516244e-05
"Arable, Non-irrigated",Land use / Land occupation,square meter-year,1.946166769647536e-05
Air,air,kilogram,1.9390537432677868e-05
Nickel,Resources / Resources from ground,kilogram,1.9253023402590385e-05
Construction Site,Land use / Land occupation,square meter-year,1.925194073572543e-05
Silicon,Emissions / Emissions to water,kilogram,1.920964565302132e-05
titanium,Emissions / Emissions to water,kilogram,1.8092644089473168e-05
Nitrogen Oxides,Emissions / Emissions to air,kilogram,1.76204210507399e-05
"Wood, hard, standing",resources / biotic,cubic meter,1.7351701975471753e-05
"BOD5, Biological Oxygen Demand","emissions to water / groundwater, long-term",kilogram,1.7161559655688126e-05
Uranium-234,Emissions / Emissions to air,kilo Becquerel,1.6743175342177862e-05
Particles (PM2.5),Emissions / Emissions to air,kilogram,1.6270000154347833e-05
Iodine-131,Emissions / Emissions to air,kilo Becquerel,1.4984761358957666e-05
Ethane,Emissions / Emissions to air,kilogram,1.4735339669976901e-05
"Noise, road, passenger car, average",non material emissions / unspecified,kilometer,1.4061883169038223e-05
Potassium-40,water,kilo Becquerel,1.3699387344502376e-05
From Unspecified,Land use / Land transformation,square meter,1.3408182533656902e-05
Magnesium,Emissions / Emissions to water,kilogram,1.3286788271273132e-05
Particles (PM10),Emissions / Emissions to air,kilogram,1.3076244287969458e-05
"Actinides, Radioactive, Unspecified",water,kilo Becquerel,1.2730147364737582e-05
"Organic carbon, placed in landfill",resources / in ground,kilogram,1.2650294059629554e-05
Particles (PM10),Emissions / Emissions to air,kilogram,1.232126132047917e-05
Used Air,air,kilogram,1.2090395813293252e-05
Potassium,water,kilogram,1.1932501687449117e-05
Waste water,emissions to water / ocean,kilogram,1.1923599343825e-05
barium,Emissions / Emissions to water,kilogram,1.1755445072486246e-05
Polonium-210,water,kilo Becquerel,1.1369451797041577e-05
iron,Emissions / Emissions to air,kilogram,1.1196031739404176e-05
Chemical Oxygen Demand,water,kilogram,1.0937557480531978e-05
Manganese,Resources / Resources from ground,kilogram,1.0365726230780248e-05
Aluminium,Emissions / Emissions to air,kilogram,1.0295848476878357e-05
boron,Emissions / Emissions to water,kilogram,1.0102596676614458e-05
Zinc,Resources / Resources from ground,kilogram,9.804844298664907e-06
Biological Oxygen Demand,water,kilogram,9.522402720547644e-06
Methane (biogenic),Emissions / Emissions to air,kilogram,9.507021899205057e-06
Sulfate Ion,air,kilogram,9.480056657725053e-06
Potassium chloride,resources / in ground,kilogram,9.237059655321186e-06
Potassium,water,kilogram,9.184221076754231e-06
To Arable,Land use / Land transformation,square meter,9.15053504281598e-06
Polonium-210,water,kilo Becquerel,9.061054397722118e-06
Sulfate Ion,water,kilogram,8.399872448801502e-06
Hydrogen Chloride,Emissions / Emissions to air,kilogram,8.378167884084727e-06
Particles (PM2.5),Emissions / Emissions to air,kilogram,8.214174214630689e-06
