flow,compartment,unit,amount
Methane (biogenic),Emissions / Emissions to air,kilogram,2.7158466149852126e-07
Lead-210,Emissions / Emissions to air,kilo Becquerel,2.662530202274297e-07
Agriculture,Land use / Land occupation,square meter-year,2.630712304266176e-07
From Shrub Land,Land use / Land transformation,square meter,2.5834682789174126e-07
"Oils, Unspecified",Emissions / Emissions to water,kilogram,2.534243187890301e-07
Uranium-235,Emissions / Emissions to water,kilo Becquerel,2.497319334168903e-07
Uranium alpha,emissions to air / low. pop.,kilo Becquerel,2.3780636479801534e-07
Potassium,soil,kilogram,2.2990004998192547e-07
Radium-226,Emissions / Emissions to air,kilo Becquerel,2.2768548336914074e-07
Particles (PM2.5),Emissions / Emissions to air,kilogram,2.1947847778424249e-07
Bromine,Emissions / Emissions to water,kilogram,2.172168783265787e-07
Shrub Land,Land use / Land occupation,square meter-year,2.0262498948611085e-07
"To Traffic Area, Road Network",Land use / Land transformation,square meter,1.9475885359584046e-07
Sulfide ion,water,kilogram,1.9023583895643385e-07
From Dump Site,Land use / Land transformation,square meter,1.891754693454344e-07
Potassium-40,water,kilo Becquerel,1.8828573891671604e-07
To Pasture/meadow,Land use / Land transformation,square meter,1.8710686895267864e-07
"DOC, Dissolved Organic Carbon",water,kilogram,1.8638178388718587e-07
"From Pasture/meadow, Intensive",Land use / Land transformation,square meter,1.7741416324262416e-07
boron,Emissions / Emissions to water,kilogram,1.7515961615955888e-07
Chlorate ion,Emissions / Emissions to water,kilogram,1.7111858247689319e-07
Fluorine,natural resource,kilogram,1.6916612729252514e-07
Aluminium,Emissions / Emissions to air,kilogram,1.6764733373462594e-07
Arable,Land use / Land occupation,square meter-year,1.6716386799750265e-07
Zinc,Emissions / Emissions to water,kilogram,1.6524694611618903e-07
"Hydrocarbons, Aromatic",Emissions / Emissions to water,kilogram,1.6457584846300103e-07
Iodide Ion,Emissions / Emissions to water,kilogram,1.6222299821049142e-07
Carbon-14,Emissions / Emissions to air,kilo Becquerel,1.5102416110966768e-07
Krypton-89,air,kilo Becquerel,1.5054930422276516e-07
Uranium-234,Emissions / Emissions to water,kilo Becquerel,1.4776325831817184e-07
vanadium,Emissions / Emissions to water,kilogram,1.4457354192426338e-07
Particles (> PM10),air,kilogram,1.417747099469896e-07
Potassium-40,water,kilo Becquerel,1.4138459511873412e-07
From Arable,Land use / Land transformation,square meter,1.3687474621227825e-07
"Oils, Unspecified",Emissions / Emissions to water,kilogram,1.3523153159084126e-07
Hydrogen-3,Emissions / Emissions to air,kilo Becquerel,1.321761179921476e-07
"Oils, Unspecified",Emissions / Emissions to water,kilogram,1.3063340003700822e-07
Particles (PM10),Emissions / Emissions to air,kilogram,1.2988566987687902e-07
Helium,air,kilogram,1.2676839890494202e-07
lake water,Resources / Resources from water,cubic meter,1.2517730566362906e-07
Thorium-234,water,kilo Becquerel,1.2275590275159074e-07
Protactinium-234,water,kilo Becquerel,1.2273418004844487e-07
Sulfate Ion,air,kilogram,1.199493573316272e-07
Polonium-210,water,kilo Becquerel,1.1921059281049152e-07
Cobalt-58,Emissions / Emissions to water,kilo Becquerel,1.1864407758825235e-07
Iron,Emissions / Emissions to water,kilogram,1.1453901374511781e-07
Xenon-135,air,kilo Becquerel,1.1207424514332466e-07
Hydrogen,air,kilogram,1.0910123100088419e-07
Volatile Organic Compound,Emissions / Emissions to water,kilogram,1.0860844058325071e-07
Aluminium,Emissions / Emissions to water,kilogram,1.0821264983093075e-07
Hydrogen Chloride,Emissions / Emissions to air,kilogram,1.0662245402122812e-07
Bromine,Emissions / Emissions to water,kilogram,1.0294132465389364e-07
Carbon Monoxide (biogenic),Emissions / Emissions to air,kilogram,1.0051285389807678e-07
"Wood, soft, standing",resources / biotic,cubic meter,1.0016667027201355e-07
From Mineral Extraction Site,Land use / Land transformation,square meter,9.275577273813823e-08
Ammonia,Emissions / Emissions to air,kilogram,9.25827019656022e-08
Cobalt-60,Emissions / Emissions to water,kilo Becquerel,9.220284897894374e-08
Potassium,water,kilogram,8.844642790154843e-08
cobalt,Emissions / Emissions to water,kilogram,8.522367420636972e-08
Lithium,Emissions / Emissions to water,kilogram,8.222942275710821e-08
Silver-110,Emissions / Emissions to water,kilo Becquerel,8.023142744750648e-08
Nitrogen,air,kilogram,7.936055331731313e-08
Radium-228,air,kilo Becquerel,7.886122947310476e-08
From Industrial Area,Land use / Land transformation,square meter,7.711288285197309e-08
Iron,Emissions / Emissions to water,kilogram,7.624555021850807e-08
Uranium-238,Emissions / Emissions to air,kilo Becquerel,7.520896157505552e-08
Boron,Emissions / Emissions to water,kilogram,7.447206527440606e-08
Particles (> PM10),air,kilogram,7.371365810457473e-08
"Hydrocarbons, Aromatic",Emissions / Emissions to water,kilogram,7.312820237582273e-08
"Wood, hard, standing",resources / biotic,cubic meter,7.154741637329152e-08
Chlorodifluoromethane,Emissions / Emissions to air,kilogram,6.936628157093445e-08
"Actinides, Radioactive, Unspecified",water,kilo Becquerel,6.912600096175287e-08
"From Forest, Extensive",Land use / Land transformation,square meter,6.7126685000048e-08
"To Permanent Crops, Non-irrigated, Intensive",Land use / Land transformation,square meter,6.617585936124108e-08
Silicon,Emissions / Emissions to soil,kilogram,6.568481047310215e-08
Nitrous Oxide,Emissions / Emissions to air,kilogram,6.526570316077338e-08
Fluoride Ion,Emissions / Emissions to water,kilogram,6.371117478768831e-08
Particles (> PM10),air,kilogram,6.297385265637636e-08
Pentane,Emissions / Emissions to air,kilogram,6.117996015834128e-08
Nitrous Oxide,Emissions / Emissions to air,kilogram,6.08714808419705e-08
Uranium-234,Emissions / Emissions to air,kilo Becquerel,5.891492103004341e-08
Boron,Emissions / Emissions to water,kilogram,5.546727121703499e-08
Ammonia,Emissions / Emissions to air,kilogram,5.49667154511367e-08
Chromium VI,"emissions to water / groundwater, long-term",kilogram,5.4749695497535595e-08
Ammonia,Emissions / Emissions to air,kilogram,5.424483942664542e-08
Cesium-137,Emissions / Emissions to water,kilo Becquerel,5.001431768808963e-08
Methyl Cyclopentane,Emissions / Emissions to water,kilogram,4.905171516868714e-08
Potassium-40,air,kilo Becquerel,4.695200063959997e-08
Scandium,"emissions to water / groundwater, long-term",kilogram,4.6352956282168596e-08
Sulfur,Emissions / Emissions to water,kilogram,4.465319172560692e-08
Chromium,Emissions / Emissions to air,kilogram,4.321964038222143e-08
Iodine-129,Emissions / Emissions to air,kilo Becquerel,4.260682975753937e-08
Carbon Monoxide (biogenic),Emissions / Emissions to air,kilogram,4.0946880079977384e-08
Zinc,Emissions / Emissions to water,kilogram,4.072537902557576e-08
To Shrub Land,Land use / Land transformation,square meter,4.046176282977911e-08
"Hydrocarbons, Aliphatic, Alkanes, Unspecified",water,kilogram,4.03402758602684e-08
tin,Emissions / Emissions to water,kilogram,4.000260801991948e-08
Particles (PM10),Emissions / Emissions to air,kilogram,3.778431111094043e-08
To Seabed,land use,square meter,3.755157147886668e-08
Pentane,Emissions / Emissions to air,kilogram,3.754348423766777e-08
Colemanite,soil,kilogram,3.698414753862765e-08
Lithium,Emissions / Emissions to water,kilogram,3.6836571383435245e-08
Toluene,Emissions / Emissions to water,kilogram,3.629076750736377e-08
"Water, salt, sole",resources / in water,cubic meter,3.617962578291597e-08
Uranium-238,Emissions / Emissions to air,kilo Becquerel,3.447694414887342e-08
iron,Emissions / Emissions to air,kilogram,3.433368864722255e-08
Hexane,Emissions / Emissions to air,kilogram,3.367282024976238e-08
To Inland Water Bodies,land use,square meter,3.3431574534077296e-08
Phosphorus,Emissions / Emissions to soil,kilogram,3.2842439594506043e-08
Fluoride Ion,Emissions / Emissions to soil,kilogram,3.284240832541449e-08
lead,Emissions / Emissions to water,kilogram,3.2434572933367166e-08
Hexane,Emissions / Emissions to air,kilogram,3.177911675364258e-08
Aluminium,Emissions / Emissions to air,kilogram,3.157319191029903e-08
"To Traffic Area, Rail/road Embankment",Land use / Land transformation,square meter,3.134345038949136e-08
"Energy, Geothermal, Converted",natural resource,megajoule,3.096528475825136e-08
Xylene,Emissions / Emissions to water,kilogram,3.030774995984523e-08
Iron,Emissions / Emissions to air,kilogram,2.997561701549456e-08
Sulfate Ion,air,kilogram,2.9071488948086962e-08
Sand,soil,kilogram,2.7792429633416604e-08
2-hydroxybenzonitrile,Emissions / Emissions to air,kilogram,2.771822836765944e-08
Thorium-232,emissions to water / river,kilo Becquerel,2.7335491047327106e-08
Potassium,air,kilogram,2.7255506665364015e-08
Phosphate,Emissions / Emissions to water,kilogram,2.632210266533296e-08
manganese,Emissions / Emissions to soil,kilogram,2.627402440373607e-08
"From Traffic Area, Rail/road Embankment",Land use / Land transformation,square meter,2.617807066481149e-08
Benzene,Emissions / Emissions to air,kilogram,2.5449517350379537e-08
Particles (PM2.5),Emissions / Emissions to air,kilogram,2.5189540879717538e-08
