flow,compartment,unit,amount
Xenon-133,Emissions / Emissions to air,kilo Becquerel,5.295922500066814e-07
strontium,Emissions / Emissions to water,kilogram,5.254616009492709e-07
"Carboxylic Acids, Unspecified",water,kilogram,5.037327042499587e-07
Lead,Resources / Resources from ground,kilogram,4.847049958846626e-07
From Unspecified,Land use / Land transformation,square meter,4.826169434824103e-07
Basalt,soil,kilogram,4.783361372612951e-07
Sodium sulfate,resources / in ground,kilogram,4.6233849615487187e-07
nickel,Emissions / Emissions to water,kilogram,4.555197867284125e-07
Ammonium,Emissions / Emissions to water,kilogram,4.5335295307010223e-07
Iodide Ion,Emissions / Emissions to water,kilogram,4.503657665507392e-07
Phosphorus,Resources / Resources from ground,kilogram,4.317573666184298e-07
Lead-210,Emissions / Emissions to air,kilo Becquerel,3.9987449015386626e-07
barium,Emissions / Emissions to water,kilogram,3.88766275084694e-07
Uranium alpha,emissions to water / lake,kilo Becquerel,3.845562860913693e-07
Calcium,Emissions / Emissions to soil,kilogram,3.777166118970905e-07
Zinc,Emissions / Emissions to water,kilogram,3.6514270594724104e-07
"Carbon, organic, in soil or biomass stock",resources / in ground,kilogram,3.6155822303213376e-07
Nitrate,Emissions / Emissions to water,kilogram,3.559448480702214e-07
Barium(2+),Emissions / Emissions to water,kilogram,3.5479439356943094e-07
"Oils, Unspecified",Emissions / Emissions to water,kilogram,3.488479192239314e-07
chloride,Emissions / Emissions to soil,kilogram,3.3049887343276823e-07
Chemical Oxygen Demand,water,kilogram,3.259410110333815e-07
Biological Oxygen Demand,water,kilogram,3.2413853008068916e-07
Particles (PM10),Emissions / Emissions to air,kilogram,3.207869254644138e-07
Hydrogen Chloride,Emissions / Emissions to air,kilogram,3.173027572876114e-07
Particles (PM2.5),Emissions / Emissions to air,kilogram,3.152458203771305e-07
Water,Emissions / Emissions to water,cubic meter,3.0770116505990707e-07
titanium,Emissions / Emissions to water,kilogram,3.0451505470522246e-07
Uranium-238,Emissions / Emissions to water,kilo Becquerel,2.9416921220340664e-07
Radium-226,Emissions / Emissions to air,kilo Becquerel,2.932811526115567e-07
Molybdenum,Resources / Resources from ground,kilogram,2.923585917998612e-07
zinc,Emissions / Emissions to water,kilogram,2.8394543270121464e-07
Carbon,soil,kilogram,2.832831154063858e-07
Bromine,Emissions / Emissions to water,kilogram,2.706101429910527e-07
Non-methane Volatile Organic Compounds,Emissions / Emissions to air,kilogram,2.6317886383701775e-07
Total Organic Carbon,water,kilogram,2.544986413559825e-07
Methane (biogenic),Emissions / Emissions to air,kilogram,2.5309706591338237e-07
To Mineral Extraction Site,Land use / Land transformation,square meter,2.510242382827937e-07
"From Forest, Natural",Land use / Land transformation,square meter,2.4179684665051723e-07
Sodium,water,kilogram,2.3857514766614073e-07
Krypton-88,air,kilo Becquerel,2.3549870464558723e-07
To Forest,Land use / Land transformation,square meter,2.1717190942194562e-07
Krypton-87,air,kilo Becquerel,2.1643801132810092e-07
Chloride,Emissions / Emissions to soil,kilogram,2.1451905697863781e-07
"Hydrocarbons, Aromatic",Emissions / Emissions to water,kilogram,2.0434644038845842e-07
Radon-220,air,kilo Becquerel,1.9824124508791635e-07
"Radioactive Species, Other Beta Emitters",air,kilo Becquerel,1.9792699653762736e-07
Sulfide ion,water,kilogram,1.9418563446932773e-07
Shrub Land,Land use / Land occupation,square meter-year,1.9151832058910758e-07
Sodium,soil,kilogram,1.9072577447169683e-07
iron,Emissions / Emissions to soil,kilogram,1.8887233246459536e-07
Particles (> PM10),air,kilogram,1.821927983513036e-07
