flow,compartment,unit,amount
Barium(2+),Emissions / Emissions to water,kilogram,7.277103441950067e-05
Xenon-135,air,kilo Becquerel,7.162960356114372e-05
Hydrogen,air,kilogram,7.146475634861803e-05
Calcium,Emissions / Emissions to water,kilogram,6.831613484806414e-05
Cyanide,Emissions / Emissions to water,kilogram,6.642265835081432e-05
Polonium-210,Emissions / Emissions to air,kilo Becquerel,6.562190458520964e-05
Xenon-133m,air,kilo Becquerel,6.521455189433155e-05
Total Organic Carbon,water,kilogram,6.271181766752443e-05
Bauxite,soil,kilogram,6.054857862822519e-05
"Radioactive Species, Other Beta Emitters",air,kilo Becquerel,6.0523529641871386e-05
Xenon-137,air,kilo Becquerel,5.761927503437398e-05
Total Organic Carbon,water,kilogram,5.703170576121685e-05
"Clay, bentonite",resources / in ground,kilogram,5.6954136137935185e-05
Chloride,Emissions / Emissions to soil,kilogram,5.635182564513451e-05
Biological Oxygen Demand,water,kilogram,5.125926434444397e-05
Sulfate Ion,water,kilogram,5.003202622889634e-05
Carbon Monoxide (biogenic),Emissions / Emissions to air,kilogram,4.936207250426739e-05
Particles (PM2.5),Emissions / Emissions to air,kilogram,4.775732129168837e-05
Magnesium,Emissions / Emissions to water,kilogram,4.7234222619520666e-05
Particles (PM10),Emissions / Emissions to air,kilogram,4.5927685169754784e-05
Ethane,Emissions / Emissions to air,kilogram,4.5825715092505225e-05
Non-methane Volatile Organic Compounds,Emissions / Emissions to air,kilogram,4.33241182080325e-05
Methane (biogenic),Emissions / Emissions to air,kilogram,4.250137792424046e-05
boron,Emissions / Emissions to water,kilogram,3.919712408581213e-05
Sulfur,Resources / Resources from ground,kilogram,3.8262751665111854e-05
Uranium-235,Emissions / Emissions to water,kilo Becquerel,3.748089569333359e-05
Lead-210,Emissions / Emissions to air,kilo Becquerel,3.681072095829833e-05
"Noise, aircraft, passenger",non material emissions / unspecified,person kilometer,3.652674169461781e-05
copper,Emissions / Emissions to water,kilogram,3.6150132256814446e-05
Uranium alpha,emissions to air / low. pop.,kilo Becquerel,3.56099602655572e-05
Nitrous Oxide,Emissions / Emissions to air,kilogram,3.523278343563149e-05
Potassium,water,kilogram,3.410709233462894e-05
To Arable,Land use / Land transformation,square meter,3.267901479286125e-05
Silicon,Emissions / Emissions to water,kilogram,3.111588404901042e-05
Hydrogen Chloride,Emissions / Emissions to air,kilogram,3.0600965873828846e-05
nickel,Emissions / Emissions to water,kilogram,2.9821375162625695e-05
titanium,Emissions / Emissions to water,kilogram,2.9269485467440567e-05
Non-methane Volatile Organic Compounds,Emissions / Emissions to air,kilogram,2.9036612077992427e-05
Magnesium,Emissions / Emissions to water,kilogram,2.8885846742003772e-05
Benzene,Emissions / Emissions to air,kilogram,2.8766479460727958e-05
Uranium-238,Emissions / Emissions to water,kilo Becquerel,2.7611707153260276e-05
Ammonia,Emissions / Emissions to air,kilogram,2.7281092185000605e-05
Benzo[a]pyrene,Emissions / Emissions to water,kilogram,2.5506932967823324e-05
"Wood, hard, standing",resources / biotic,cubic meter,2.5456325471077974e-05
Acetic Acid,Emissions / Emissions to air,kilogram,2.4649283557839837e-05
Toluene,Emissions / Emissions to air,kilogram,2.4484582919205152e-05
Methane (fossil),Emissions / Emissions to air,kilogram,2.434601207622604e-05
Butane,Emissions / Emissions to air,kilogram,2.3595391680616743e-05
Phosphorus,Resources / Resources from ground,kilogram,2.3060211561406322e-05
Uranium-234,Emissions / Emissions to water,kilo Becquerel,2.2240142547512504e-05
Krypton-89,air,kilo Becquerel,2.1775321193621295e-05
Sodium sulfate,resources / in ground,kilogram,2.0772907306320194e-05
"From Pasture/meadow, Intensive",Land use / Land transformation,square meter,2.0490403504791332e-05
Fluoride Ion,Emissions / Emissions to water,kilogram,2.0488873439297113e-05
"To Traffic Area, Rail/road Embankment",Land use / Land transformation,square meter,2.0388190807570734e-05
hydrogen sulfide,Emissions / Emissions to water,kilogram,2.002560952303307e-05
Potassium,water,kilogram,1.9952773312762473e-05
Arable,Land use / Land occupation,square meter-year,1.9784279484484196e-05
"From Traffic Area, Rail/road Embankment",Land use / Land transformation,square meter,1.974333023514421e-05
To Dump Site,Land use / Land transformation,square meter,1.9693065828102964e-05
Potassium-40,water,kilo Becquerel,1.949779295370805e-05
Biological Oxygen Demand,water,kilogram,1.939076945926649e-05
"DOC, Dissolved Organic Carbon",water,kilogram,1.924888990647834e-05
Propane,Emissions / Emissions to air,kilogram,1.869604946476678e-05
Thorium-234,water,kilo Becquerel,1.842688116464526e-05
Protactinium-234,water,kilo Becquerel,1.8423918145802554e-05
Cobalt-58,Emissions / Emissions to water,kilo Becquerel,1.7907474783536352e-05
To Water Bodies,land use,square meter,1.7269825116972347e-05
From Arable,Land use / Land transformation,square meter,1.7156224142010128e-05
Polycyclic Aromatic Hydrocarbons,Emissions / Emissions to air,kilogram,1.680897261706518e-05
Particles (PM2.5),Emissions / Emissions to air,kilogram,1.6037181653757055e-05
To Mineral Extraction Site,Land use / Land transformation,square meter,1.590358992532275e-05
Polonium-210,water,kilo Becquerel,1.5861164532391075e-05
"Carbon, organic, in soil or biomass stock",resources / in ground,kilogram,1.582231810442292e-05
Aluminium,Emissions / Emissions to air,kilogram,1.4806880929564117e-05
Methane (biogenic),Emissions / Emissions to air,kilogram,1.4700558186275821e-05
Hydrogen Chloride,Emissions / Emissions to air,kilogram,1.4658751395533861e-05
Potassium,water,kilogram,1.4016500512262359e-05
"Hydrocarbons, Aliphatic, Alkanes, Unspecified",air,kilogram,1.4016499143437622e-05
"Hydrocarbons, Aliphatic, Alkanes, Cyclic",air,kilogram,1.3965836391704689e-05
Thorium-230,Emissions / Emissions to air,kilo Becquerel,1.3633640277447579e-05
barium,Emissions / Emissions to water,kilogram,1.348416027616762e-05
Toluene,Emissions / Emissions to water,kilogram,1.3314675113887156e-05
Zinc,Emissions / Emissions to water,kilogram,1.3158416691535111e-05
Ethane,Emissions / Emissions to air,kilogram,1.309334195651797e-05
From Shrub Land,Land use / Land transformation,square meter,1.2602107224012083e-05
Nitrogen,air,kilogram,1.199187848568298e-05
Xenon-138,air,kilo Becquerel,1.188818097673403e-05
Silver-110,Emissions / Emissions to water,kilo Becquerel,1.1867269027215415e-05
Particles (> PM10),air,kilogram,1.1719838201130951e-05
From Seabed,land use,square meter,1.1474772942022889e-05
Molybdenum,Resources / Resources from ground,kilogram,1.1419170111613737e-05
"Solids, Inorganic",water,kilogram,1.141065796275479e-05
Methanol,Emissions / Emissions to air,kilogram,1.1195790318869253e-05
"Actinides, Radioactive, Unspecified",water,kilo Becquerel,1.0857991239981561e-05
Particles (PM10),Emissions / Emissions to air,kilogram,1.0845758495664445e-05
Xenon-137,air,kilo Becquerel,1.0828826114310437e-05
Pentane,Emissions / Emissions to air,kilogram,1.0814455968369036e-05
Calcium,Emissions / Emissions to soil,kilogram,1.0801864808157976e-05
Radium-228,air,kilo Becquerel,1.0742359800092126e-05
Uranium-238,Emissions / Emissions to air,kilo Becquerel,1.0607938545086477e-05
Chemical Oxygen Demand,water,kilogram,9.908351046538835e-06
Uranium-234,Emissions / Emissions to air,kilo Becquerel,9.67511098833787e-06
"From Forest, Natural",Land use / Land transformation,square meter,9.67163090961215e-06
Ethylene,Emissions / Emissions to water,kilogram,9.517618444455537e-06
Particles (> PM10),air,kilogram,9.456069709286545e-06
chloride,Emissions / Emissions to soil,kilogram,9.448858986553387e-06
Iodine-129,Emissions / Emissions to air,kilo Becquerel,9.420564184671405e-06
Shrub Land,Land use / Land occupation,square meter-year,9.283015570622573e-06
