flow,compartment,unit,amount
"Wood, hard, standing",resources / biotic,cubic meter,1.0784676835214212e-07
barium,Emissions / Emissions to water,kilogram,1.0723392823464621e-07
Zinc-65,water,kilo Becquerel,1.0717925068778827e-07
Particles (PM10),Emissions / Emissions to air,kilogram,1.060174160242982e-07
Lanthanum,natural resource,kilogram,1.0228795270507191e-07
Silicon,Emissions / Emissions to soil,kilogram,1.0182201719007445e-07
Xenon-135,air,kilo Becquerel,1.0181525398301182e-07
Particles (PM10),Emissions / Emissions to air,kilogram,1.002722182334672e-07
From Seabed,land use,square meter,1.0009570305801664e-07
Thorium-232,emissions to air / high. pop.,kilo Becquerel,9.646297186987185e-08
iron,Emissions / Emissions to air,kilogram,9.633545818842117e-08
To Inland Water Bodies,land use,square meter,9.244886982969423e-08
Sulfate Ion,air,kilogram,8.939462197031435e-08
Aluminium,Emissions / Emissions to air,kilogram,8.858989549836274e-08
Ammonium,Emissions / Emissions to water,kilogram,8.851268684402206e-08
Zirconium,Resources / Resources from ground,kilogram,8.60146267043746e-08
Carbonate Ion,water,kilogram,8.27630777910852e-08
Thorium-232,emissions to water / river,kilo Becquerel,8.267508664184639e-08
cobalt,Emissions / Emissions to water,kilogram,8.265805146308593e-08
Particles (PM2.5),Emissions / Emissions to air,kilogram,8.254074323730322e-08
Ammonia,Emissions / Emissions to air,kilogram,8.205434678640864e-08
Sulfate Ion,air,kilogram,8.157047277414249e-08
Unspecified,Land use / Land occupation,square meter-year,7.997630531047908e-08
Sulfide ion,water,kilogram,7.726952352838099e-08
"From Pasture/meadow, Intensive",Land use / Land transformation,square meter,7.685987774029981e-08
Calcium,Emissions / Emissions to soil,kilogram,7.595956313571655e-08
Arable,Land use / Land occupation,square meter-year,7.578616661214947e-08
"Carbon, organic, in soil or biomass stock",resources / in ground,kilogram,7.487987721101262e-08
Nitrogen,air,kilogram,7.478648016650547e-08
Sodium sulfate,resources / in ground,kilogram,7.284805166052818e-08
From Arable,Land use / Land transformation,square meter,7.148306466214237e-08
Potassium,water,kilogram,7.121325760336508e-08
Particles (PM2.5),Emissions / Emissions to air,kilogram,7.067827733972089e-08
"DOC, Dissolved Organic Carbon",water,kilogram,7.05695661806827e-08
chloride,Emissions / Emissions to soil,kilogram,6.646067794394847e-08
Thorium-228,air,kilo Becquerel,6.421108382181017e-08
Ethane,Emissions / Emissions to air,kilogram,6.394869284312529e-08
From Dump Site,Land use / Land transformation,square meter,6.136119758122452e-08
Iron,Emissions / Emissions to soil,kilogram,6.066671696314103e-08
Manganese-54,Emissions / Emissions to water,kilo Becquerel,5.785516997814264e-08
Carbon disulfide,Emissions / Emissions to air,kilogram,5.739086763376209e-08
Carbon,soil,kilogram,5.696461334724617e-08
Neodymium,natural resource,kilogram,5.6258485667304764e-08
Hydrogen-3,Emissions / Emissions to air,kilo Becquerel,5.544643805161482e-08
Nitrous Oxide,Emissions / Emissions to air,kilogram,5.543658109072105e-08
vanadium,Emissions / Emissions to water,kilogram,5.512236423817085e-08
Tin atom,Resources / Resources from ground,kilogram,5.474704794581261e-08
Agriculture,Land use / Land occupation,square meter-year,5.473029611233555e-08
"From Forest, Natural",Land use / Land transformation,square meter,5.3413742258308363e-08
Sodium,soil,kilogram,5.313262378929594e-08
Thorium-230,Emissions / Emissions to air,kilo Becquerel,5.1524340303206555e-08
Nitrous Oxide,Emissions / Emissions to air,kilogram,5.072070314645195e-08
Water,Emissions / Emissions to water,cubic meter,4.9253001442463034e-08
Antimony-124,Emissions / Emissions to water,kilo Becquerel,4.921906804949265e-08
Strontium,Emissions / Emissions to water,kilogram,4.872458700466345e-08
Carbon-14,Emissions / Emissions to air,kilo Becquerel,4.629308680166565e-08
Barium sulfate,Emissions / Emissions to water,kilogram,4.607356758587504e-08
Carbon,soil,kilogram,4.5424258207198996e-08
Ozone,air,kilogram,4.507792053506394e-08
Carbon Dioxide (fossil),Emissions / Emissions to air,kilogram,4.435783676682791e-08
Antimony-125,Emissions / Emissions to water,kilo Becquerel,4.3905368023845546e-08
Ammonia,Emissions / Emissions to air,kilogram,4.3708329745199165e-08
"DOC, Dissolved Organic Carbon",water,kilogram,4.3313494151363614e-08
To Shrub Land,Land use / Land transformation,square meter,4.3264326558880724e-08
Fluorine,natural resource,kilogram,4.3179381985341574e-08
From Mineral Extraction Site,Land use / Land transformation,square meter,4.2763595658386e-08
Boron,Emissions / Emissions to water,kilogram,4.16060604701878e-08
"To Traffic Area, Road Network",Land use / Land transformation,square meter,4.149233512365877e-08
"Oils, Unspecified",Emissions / Emissions to water,kilogram,4.1434189673440986e-08
Strontium,Emissions / Emissions to water,kilogram,4.070357711333356e-08
Carbonate Ion,water,kilogram,3.985200709098782e-08
"To Traffic Area, Rail/road Embankment",Land use / Land transformation,square meter,3.948668481797793e-08
Thorium-232,emissions to air / low. pop.,kilo Becquerel,3.933184216030213e-08
Nitrous Oxide,Emissions / Emissions to air,kilogram,3.855959891228693e-08
iron,Emissions / Emissions to soil,kilogram,3.7987016053506945e-08
Iron,Emissions / Emissions to water,kilogram,3.764886808960845e-08
"From Traffic Area, Rail/road Embankment",Land use / Land transformation,square meter,3.6561967800945335e-08
Chromium,Emissions / Emissions to air,kilogram,3.607261980576018e-08
lead,Emissions / Emissions to water,kilogram,3.578894925995879e-08
Butane,Emissions / Emissions to air,kilogram,3.3662579761775544e-08
Potassium,air,kilogram,3.302771687821888e-08
Gypsum,resources / in ground,kilogram,3.1139344988849975e-08
Calcium,Emissions / Emissions to air,kilogram,2.88038191648565e-08
Potassium-40,water,kilo Becquerel,2.853809494126215e-08
"Carboxylic Acids, Unspecified",water,kilogram,2.6716990508760305e-08
Hydrogen,air,kilogram,2.6574211422137022e-08
Propane,Emissions / Emissions to air,kilogram,2.6009241161531088e-08
"Aerosols, Radioactive, Unspecified",air,kilo Becquerel,2.5510175677882242e-08
arsenic,Emissions / Emissions to water,kilogram,2.5472371363249736e-08
"Oils, Unspecified",Emissions / Emissions to water,kilogram,2.534458639101602e-08
Chlorate ion,Emissions / Emissions to water,kilogram,2.4892040673873517e-08
Ulexite,resources / in ground,kilogram,2.4103443605609853e-08
"Agriculture, Mosaic",Land use / Land occupation,square meter-year,2.3906095012758126e-08
Technetium-99m,water,kilo Becquerel,2.385374721772954e-08
Cobalt,Resources / Resources from ground,kilogram,2.3262903079883902e-08
Pentane,Emissions / Emissions to air,kilogram,2.326007596219433e-08
Ammonium,Emissions / Emissions to water,kilogram,2.3121850327094983e-08
Chromium VI,"emissions to water / groundwater, long-term",kilogram,2.214552548705131e-08
Benzene,Emissions / Emissions to air,kilogram,2.213064580112109e-08
Cesium-134,Emissions / Emissions to water,kilo Becquerel,2.209249835362023e-08
tin,Emissions / Emissions to water,kilogram,2.163420671093948e-08
Hydrogen Chloride,Emissions / Emissions to air,kilogram,2.135840459806912e-08
fluorane,Emissions / Emissions to air,kilogram,2.0707667206270842e-08
2-hydroxybenzonitrile,Emissions / Emissions to air,kilogram,1.9993613712979686e-08
Silicon,Emissions / Emissions to air,kilogram,1.9726984382444557e-08
Pentane,Emissions / Emissions to air,kilogram,1.9351997605954985e-08
To Pasture/meadow,Land use / Land transformation,square meter,1.9052497846995463e-08
