flow,compartment,unit,amount
Ammonia,Emissions / Emissions to air,kilogram,0.00011901845067347338
Magnesium,Emissions / Emissions to water,kilogram,0.00011837737770594438
"Noise, aircraft, passenger",non material emissions / unspecified,person kilometer,0.00011538584322278728
"Organic carbon, placed in landfill",resources / in ground,kilogram,0.0001129586775847289
fluoride,Emissions / Emissions to water,kilogram,0.00010893255356513712
Adsorbable Organic Halogen Compounds,Emissions / Emissions to water,kilogram,0.0001066991283012201
zinc,Emissions / Emissions to water,kilogram,0.00010387208605125344
Xenon-137,air,kilo Becquerel,0.00010312410987672455
Silicon,Emissions / Emissions to air,kilogram,9.702102086169204e-05
Biological Oxygen Demand,water,kilogram,9.603219631602585e-05
Particles (PM2.5),Emissions / Emissions to air,kilogram,9.581108201909603e-05
Lead-210,Emissions / Emissions to air,kilo Becquerel,9.312703769478256e-05
From Shrub Land,Land use / Land transformation,square meter,9.311563474289136e-05
Xenon-133m,air,kilo Becquerel,8.993891744118587e-05
Radon-220,air,kilo Becquerel,8.686717724559818e-05
Calcium,Emissions / Emissions to air,kilogram,8.606342656871584e-05
Particles (PM10),Emissions / Emissions to air,kilogram,8.597915000666754e-05
Uranium-238,Emissions / Emissions to water,kilo Becquerel,8.47094973337683e-05
Potassium,water,kilogram,8.172129247605718e-05
titanium,Emissions / Emissions to water,kilogram,7.672242487613203e-05
Particles (PM10),Emissions / Emissions to air,kilogram,7.632992800433137e-05
Hydrogen,air,kilogram,7.61748764976958e-05
lake water,Resources / Resources from water,cubic meter,7.610441379312744e-05
strontium,Emissions / Emissions to water,kilogram,7.377793881419943e-05
Sand,soil,kilogram,7.060669197224557e-05
Calcium,Emissions / Emissions to water,kilogram,7.045106469792869e-05
Chloride,Emissions / Emissions to water,kilogram,6.742475366417691e-05
To Mineral Extraction Site,Land use / Land transformation,square meter,6.681381738475656e-05
Hydrogen Sulfide,Emissions / Emissions to air,kilogram,6.527290207798735e-05
Silicon,Emissions / Emissions to water,kilogram,6.458280101230487e-05
Nitrous Oxide,Emissions / Emissions to air,kilogram,6.420001729377754e-05
Xenon-135,air,kilo Becquerel,6.313582000005986e-05
Ammonia,Emissions / Emissions to air,kilogram,6.008799069158107e-05
To Dump Site,Land use / Land transformation,square meter,5.848488508652597e-05
Chemical Oxygen Demand,water,kilogram,5.785670093239155e-05
Radium-226,Emissions / Emissions to air,kilo Becquerel,5.682711519612395e-05
Methane (biogenic),Emissions / Emissions to air,kilogram,5.6795882690128497e-05
Chlorate ion,Emissions / Emissions to water,kilogram,5.420396473060726e-05
Nitrous Oxide,Emissions / Emissions to air,kilogram,5.2816366123192247e-05
"Oils, biogenic",emissions to soil / forestry,kilogram,5.0962037834214105e-05
Uranium-235,Emissions / Emissions to water,kilo Becquerel,4.789808429067282e-05
From Seabed,land use,square meter,4.739200188723815e-05
Uranium alpha,emissions to air / low. pop.,kilo Becquerel,4.61808145594916e-05
Lead,Resources / Resources from ground,kilogram,4.4223594895520276e-05
Calcium,Emissions / Emissions to soil,kilogram,4.2589210232419515e-05
Sulfur Dioxide,Emissions / Emissions to air,kilogram,4.231178725002156e-05
Ethane,Emissions / Emissions to air,kilogram,4.2172645858085534e-05
Pentane,Emissions / Emissions to air,kilogram,4.029400933904415e-05
To Water Bodies,land use,square meter,3.976286552553893e-05
Chemical Oxygen Demand,water,kilogram,3.948258019789172e-05
"DOC, Dissolved Organic Carbon",water,kilogram,3.856861130013914e-05
Biological Oxygen Demand,water,kilogram,3.8034403303840054e-05
copper,Emissions / Emissions to water,kilogram,3.7330089625960276e-05
chloride,Emissions / Emissions to soil,kilogram,3.726311560944521e-05
Krypton-89,air,kilo Becquerel,3.683993069282316e-05
Sodium,soil,kilogram,3.481309478431176e-05
Total Organic Carbon,water,kilogram,3.332932695890796e-05
Formaldehyde,Emissions / Emissions to air,kilogram,3.211338670513048e-05
Carbon,soil,kilogram,3.1938519271171463e-05
nickel,Emissions / Emissions to water,kilogram,3.079954281197309e-05
Barium sulfate,Emissions / Emissions to water,kilogram,2.9387166485918213e-05
Particles (PM2.5),Emissions / Emissions to air,kilogram,2.924726028575538e-05
Toluene,Emissions / Emissions to air,kilogram,2.8670989625454458e-05
"Hydrocarbons, Aliphatic, Unsaturated",air,kilogram,2.8625982326036206e-05
Uranium-234,Emissions / Emissions to water,kilo Becquerel,2.8345573547379773e-05
Strontium,Emissions / Emissions to water,kilogram,2.766219952107424e-05
Particles (PM10),Emissions / Emissions to air,kilogram,2.6797650640764764e-05
Hydrogen Chloride,Emissions / Emissions to air,kilogram,2.6606264992016898e-05
boron,Emissions / Emissions to water,kilogram,2.5889421515036802e-05
Hydrogen-3,Emissions / Emissions to air,kilo Becquerel,2.5677833045492446e-05
Carbon,soil,kilogram,2.4780126197904367e-05
Radium-228,air,kilo Becquerel,2.4441156906606267e-05
Ethylene,Emissions / Emissions to air,kilogram,2.4254602510198283e-05
Cobalt-58,Emissions / Emissions to water,kilo Becquerel,2.3938267926544313e-05
Thorium-234,water,kilo Becquerel,2.352619039202461e-05
Protactinium-234,water,kilo Becquerel,2.3521920348429995e-05
From Industrial Area,Land use / Land transformation,square meter,2.334585565600741e-05
Carbonate Ion,water,kilogram,2.2619583459158915e-05
Particles (> PM10),air,kilogram,2.2252803724756294e-05
Phosphate,Emissions / Emissions to water,kilogram,2.1438282821298438e-05
Water,Emissions / Emissions to water,cubic meter,2.1420245389795e-05
iron,Emissions / Emissions to soil,kilogram,2.1324949674690075e-05
Potassium-40,water,kilo Becquerel,2.086131919300048e-05
Phosphorus,Emissions / Emissions to water,kilogram,2.0311331914993126e-05
Potassium-40,air,kilo Becquerel,1.997960820538526e-05
Magnesium,natural resource,kilogram,1.9896205554004703e-05
Shrub Land,Land use / Land occupation,square meter-year,1.9844511461086352e-05
Butane,Emissions / Emissions to air,kilogram,1.9421971797538155e-05
Mancozeb,Emissions / Emissions to soil,kilogram,1.915673625727969e-05
Cobalt-60,Emissions / Emissions to water,kilo Becquerel,1.9102425153130804e-05
Strontium,Emissions / Emissions to water,kilogram,1.837338911912375e-05
Uranium-238,Emissions / Emissions to air,kilo Becquerel,1.8000817073864887e-05
Silver-110,Emissions / Emissions to water,kilo Becquerel,1.764360167573931e-05
Propane,Emissions / Emissions to air,kilogram,1.759029611473106e-05
Hexane,Emissions / Emissions to air,kilogram,1.719876784945759e-05
Polonium-210,water,kilo Becquerel,1.7124208797853157e-05
Carbon-14,Emissions / Emissions to air,kilo Becquerel,1.681183679685155e-05
Ammonia,Emissions / Emissions to air,kilogram,1.663797433168578e-05
Nitrogen,air,kilogram,1.6260261746825207e-05
"Oils, Unspecified",Emissions / Emissions to water,kilogram,1.62347270210467e-05
"Hydrocarbons, Aliphatic, Alkanes, Unspecified",air,kilogram,1.6219652637831326e-05
Agriculture,Land use / Land occupation,square meter-year,1.6067618079360507e-05
Benzene,Emissions / Emissions to air,kilogram,1.5865678630537776e-05
barium,Emissions / Emissions to water,kilogram,1.578448380916843e-05
Uranium-238,Emissions / Emissions to air,kilo Becquerel,1.5672097832517625e-05
Uranium-234,Emissions / Emissions to air,kilo Becquerel,1.5480567444672045e-05
Carbonate Ion,water,kilogram,1.5375079546587163e-05
"Carboxylic Acids, Unspecified",water,kilogram,1.5232664385944868e-05
Aluminium,Emissions / Emissions to air,kilogram,1.479948967467553e-05
Chlorothalonil,Emissions / Emissions to soil,kilogram,1.4749802276970805e-05
"Hydrocarbons, Chlorinated",air,kilogram,1.456007464381875e-05
Potassium,water,kilogram,1.4329930080194545e-05
Iron,Emissions / Emissions to water,kilogram,1.4268940560879535e-05
Propane,Emissions / Emissions to air,kilogram,1.4035562786424199e-05
hydrogen sulfide,Emissions / Emissions to water,kilogram,1.3717951086587791e-05
Pentane,Emissions / Emissions to air,kilogram,1.3393138081133464e-05
"Actinides, Radioactive, Unspecified",water,kilo Becquerel,1.3233216327794074e-05
Ethanolamine,Emissions / Emissions to air,kilogram,1.316222666196377e-05
Ammonium,Emissions / Emissions to water,kilogram,1.3139205484764672e-05
