flow,compartment,unit,amount
Sodium,"emissions to water / groundwater, long-term",kilogram,6.914678214213821e-05
Sodium chloride,resources / in ground,kilogram,6.216974440931944e-05
Thorium-228,water,kilo Becquerel,5.765251328020806e-05
Calcium,Emissions / Emissions to water,kilogram,5.210084528123995e-05
Carbon Dioxide (biogenic),Emissions / Emissions to air,kilogram,4.3870601122443745e-05
Nitrate,Emissions / Emissions to water,kilogram,4.2768935830787464e-05
Waste Heat,water,megajoule,4.2730214298138993e-05
Waste water,emissions to water / river,kilogram,4.262588061181108e-05
Sulfate Ion,water,kilogram,4.0845377434084684e-05
Water Bodies,land use,square meter-year,3.938651730973913e-05
Xenon-135m,air,kilo Becquerel,3.8706900127651965e-05
Sulfur Dioxide,Emissions / Emissions to air,kilogram,3.5616456156136856e-05
magnesium,Emissions / Emissions to water,kilogram,3.387926039920475e-05
Nitrogen Oxides,Emissions / Emissions to air,kilogram,3.384217068175345e-05
river water,Resources / Resources from water,cubic meter,3.101137972233932e-05
"COD, Chemical Oxygen Demand","emissions to water / groundwater, long-term",kilogram,2.7369920729619207e-05
Total Organic Carbon,water,kilogram,2.610375123596397e-05
Air,air,kilogram,2.5531452894023977e-05
Uranium-238,Emissions / Emissions to water,kilo Becquerel,2.5213393493125698e-05
Sulfur Dioxide,Emissions / Emissions to air,kilogram,2.4665414410317197e-05
Thorium-230,water,kilo Becquerel,2.375047464363662e-05
"Hydrocarbons, Aliphatic, Alkanes, Unspecified",air,kilogram,2.3472375590076284e-05
Argon-41,air,kilo Becquerel,2.2833968266935895e-05
Chromium,Resources / Resources from ground,kilogram,2.2460670446612665e-05
Carbon Dioxide (land Use Change),Emissions / Emissions to air,kilogram,2.23734710084501e-05
Sulfur Dioxide,Emissions / Emissions to air,kilogram,2.1342384084085937e-05
Potassium,"emissions to water / groundwater, long-term",kilogram,1.9909420226943736e-05
Total Organic Carbon,water,kilogram,1.8048980849458197e-05
"From Pasture/meadow, Intensive",Land use / Land transformation,square meter,1.5966469693944355e-05
Used Air,air,kilogram,1.5919381927856723e-05
Waste water,emissions to water / ocean,kilogram,1.5699761599234914e-05
"Suspended Solids, Unspecified",water,kilogram,1.5483960301765604e-05
Cesium-137,Emissions / Emissions to water,kilo Becquerel,1.5442626546854992e-05
Dump Site,Land use / Land occupation,square meter-year,1.4839480928117964e-05
Manganese,Resources / Resources from ground,kilogram,1.443106347643315e-05
Ground Water,Resources / Resources from water,cubic meter,1.3918046135161529e-05
Nickel,Resources / Resources from ground,kilogram,1.3630825107351782e-05
Sulfate Ion,water,kilogram,1.356906430765771e-05
Phosphorus,Resources / Resources from ground,kilogram,1.2948230964159497e-05
"Traffic Area, Rail/road Embankment",Land use / Land occupation,square meter-year,1.2800678318683423e-05
Nitrogen Oxides,Emissions / Emissions to air,kilogram,1.2619581702955279e-05
Methane (fossil),Emissions / Emissions to air,kilogram,1.259586620141812e-05
"BOD5, Biological Oxygen Demand","emissions to water / groundwater, long-term",kilogram,1.2400344799336528e-05
"TOC, Total Organic Carbon","emissions to water / groundwater, long-term",kilogram,1.1805612471581853e-05
"DOC, Dissolved Organic Carbon","emissions to water / groundwater, long-term",kilogram,1.180561247158168e-05
Magnesium,Emissions / Emissions to water,kilogram,1.1592355791539375e-05
Biological Oxygen Demand,water,kilogram,1.1521962373801312e-05
Mineral Extraction Site,Land use / Land occupation,square meter-year,1.148057287507881e-05
Sulfate Ion,water,kilogram,1.1148870542127485e-05
Hypochlorite,water,kilogram,1.107654160974586e-05
"Clay, bentonite",resources / in ground,kilogram,1.0419219246965612e-05
Magnesium,Emissions / Emissions to water,kilogram,9.472476803239862e-06
Carbon Monoxide (fossil),Emissions / Emissions to air,kilogram,9.332456507918476e-06
iron,Emissions / Emissions to water,kilogram,9.115136983069155e-06
From Forest,Land use / Land transformation,square meter,9.072825342317155e-06
aluminium,Emissions / Emissions to water,kilogram,8.338177188263303e-06
Phosphate,Emissions / Emissions to water,kilogram,8.18468375345196e-06
Chemical Oxygen Demand,water,kilogram,8.082992971384079e-06
Potassium,water,kilogram,7.984948204270555e-06
"To Forest, Intensive",Land use / Land transformation,square meter,7.969574524655909e-06
"Water, salt, sole",resources / in water,cubic meter,7.655417579710233e-06
Carbon Monoxide (fossil),Emissions / Emissions to air,kilogram,7.612478431017605e-06
"From Forest, Intensive",Land use / Land transformation,square meter,7.535092106494285e-06
Inland Water Bodies,land use,square meter-year,7.361331300750791e-06
Aluminium,Resources / Resources from ground,kilogram,7.2352232397565045e-06
Uranium alpha,emissions to water / river,kilo Becquerel,7.083341329831909e-06
