flow,compartment,unit,amount
Nitrogen Oxides,Emissions / Emissions to air,kilogram,2.9854403541704842e-05
"BOD5, Biological Oxygen Demand","emissions to water / groundwater, long-term",kilogram,2.7719966662595137e-05
chloride,Emissions / Emissions to soil,kilogram,2.75162418333143e-05
"To Forest, Intensive",Land use / Land transformation,square meter,2.714878517727158e-05
Uranium alpha,emissions to water / river,kilo Becquerel,2.5422478139382543e-05
Titanium,Resources / Resources from ground,kilogram,2.524069206485464e-05
Uranium-238,Emissions / Emissions to water,kilo Becquerel,2.5155041317851293e-05
"From Forest, Intensive",Land use / Land transformation,square meter,2.4762892743077862e-05
Carbon,soil,kilogram,2.3585340353105846e-05
Particles (> PM10),air,kilogram,2.358113593302892e-05
Sodium sulfate,resources / in ground,kilogram,2.2758625499260458e-05
Xenon-138,air,kilo Becquerel,2.2738924348758778e-05
Aluminium,Resources / Resources from ground,kilogram,2.1777248195057034e-05
Iodine-131,Emissions / Emissions to air,kilo Becquerel,2.1626813577525973e-05
Non-methane Volatile Organic Compounds,Emissions / Emissions to air,kilogram,2.151349053788099e-05
Phosphorus,Resources / Resources from ground,kilogram,2.1143293190461083e-05
Air,air,kilogram,2.095375394410263e-05
"Traffic Area, Rail Network",Land use / Land occupation,square meter-year,2.07756193729804e-05
Xenon-131m,air,kilo Becquerel,2.0310569099203794e-05
Helium,air,kilogram,2.0118003091617748e-05
Inland Water Bodies,land use,square meter-year,1.932050855751364e-05
Radon-220,air,kilo Becquerel,1.860107299294835e-05
"Radioactive Species, Nuclides, Unspecified",water,kilo Becquerel,1.6861979523661645e-05
Sodium,soil,kilogram,1.575119572508417e-05
iron,Emissions / Emissions to soil,kilogram,1.572379285745617e-05
Nitrogen Oxides,Emissions / Emissions to air,kilogram,1.5538052637658768e-05
Iodide Ion,Emissions / Emissions to water,kilogram,1.4808393683055762e-05
Hypochlorite,water,kilogram,1.4754766669134158e-05
Nitrate,Emissions / Emissions to water,kilogram,1.4244437361697864e-05
Water,air,cubic meter,1.3404718272596329e-05
Particles (PM10),Emissions / Emissions to air,kilogram,1.3344415924327431e-05
Used Air,air,kilogram,1.3065093210444801e-05
"Permanent Crops, Non-irrigated, Intensive",Land use / Land occupation,square meter-year,1.3021304439265546e-05
Waste water,emissions to water / ocean,kilogram,1.288485002780393e-05
Particles (PM2.5),Emissions / Emissions to air,kilogram,1.1823617826883473e-05
Krypton-85m,air,kilo Becquerel,1.1196166830976528e-05
