flow,compartment,unit,amount
"Oils, Unspecified",Emissions / Emissions to water,kilogram,2.5806653158802024e-08
Sodium sulfate,resources / in ground,kilogram,2.541774212783046e-08
Nitrous Oxide,Emissions / Emissions to air,kilogram,2.510478021466168e-08
Ethane,Emissions / Emissions to air,kilogram,2.486563766872658e-08
vanadium,Emissions / Emissions to water,kilogram,2.446382091017592e-08
iron,Emissions / Emissions to soil,kilogram,2.4278236119403035e-08
Iodine-129,Emissions / Emissions to air,kilo Becquerel,2.426091141541651e-08
To Shrub Land,Land use / Land transformation,square meter,2.3822642777625803e-08
Carbonate Ion,water,kilogram,2.2661189338703747e-08
Strontium,Emissions / Emissions to water,kilogram,2.2329388538252197e-08
Carbon-14,Emissions / Emissions to air,kilo Becquerel,2.1728756999029837e-08
Particles (PM10),Emissions / Emissions to air,kilogram,2.1348158187811945e-08
Zinc-65,water,kilo Becquerel,2.09972489332391e-08
Potassium-40,water,kilo Becquerel,2.053860122477697e-08
Potassium-40,air,kilo Becquerel,1.9974463743047695e-08
Xenon-138,air,kilo Becquerel,1.9893968324960877e-08
"Wood, hard, standing",resources / biotic,cubic meter,1.9595526660326583e-08
Silicon,Emissions / Emissions to air,kilogram,1.95427281709364e-08
iron,Emissions / Emissions to air,kilogram,1.9398554300778393e-08
Ammonium,Emissions / Emissions to water,kilogram,1.9268218073229328e-08
Polonium-210,water,kilo Becquerel,1.911052834900543e-08
Pentane,Emissions / Emissions to air,kilogram,1.910225907498113e-08
Xenon-137,air,kilo Becquerel,1.8121218387927363e-08
Talc,resources / in ground,kilogram,1.7983823035923326e-08
Aluminium,Emissions / Emissions to air,kilogram,1.7838871887954585e-08
Propane,Emissions / Emissions to air,kilogram,1.7282535812207966e-08
"From Forest, Natural",Land use / Land transformation,square meter,1.7110723802539942e-08
Carbonate Ion,water,kilogram,1.6684518136323473e-08
"Permanent Crops, Non-irrigated, Intensive",Land use / Land occupation,square meter-year,1.657133058952108e-08
Sulfate Ion,air,kilogram,1.6425408404236645e-08
Nitrogen,air,kilogram,1.6409394927767576e-08
"Carboxylic Acids, Unspecified",water,kilogram,1.518894619581492e-08
Uranium-238,Emissions / Emissions to air,kilo Becquerel,1.468346889192595e-08
cadmium,Emissions / Emissions to water,kilogram,1.4511577632237767e-08
Particles (PM2.5),Emissions / Emissions to air,kilogram,1.4232105464717304e-08
Pentane,Emissions / Emissions to air,kilogram,1.3824661698098978e-08
Potassium-40,water,kilo Becquerel,1.3758955383174233e-08
Iron,Emissions / Emissions to water,kilogram,1.3755288583465815e-08
Nitrogen,water,kilogram,1.3726447935236344e-08
thallium,Emissions / Emissions to water,kilogram,1.3494602771961335e-08
"Agriculture, Mosaic",Land use / Land occupation,square meter-year,1.3413235173313748e-08
Aluminium,Emissions / Emissions to air,kilogram,1.3200846940017808e-08
Ammonium,Emissions / Emissions to water,kilogram,1.3170508460418018e-08
Ammonia,Emissions / Emissions to air,kilogram,1.2368968476562006e-08
aluminium,Emissions / Emissions to soil,kilogram,1.2131080118916552e-08
Fluorine,natural resource,kilogram,1.2003543531244161e-08
"DOC, Dissolved Organic Carbon",water,kilogram,1.1570199910635795e-08
Manganese-54,Emissions / Emissions to water,kilo Becquerel,1.1414176835713848e-08
tungsten,Emissions / Emissions to water,kilogram,1.1308695692353524e-08
"To Traffic Area, Rail/road Embankment",Land use / Land transformation,square meter,1.1267318797653469e-08
Barium(2+),Emissions / Emissions to water,kilogram,1.1038873221074479e-08
Hexane,Emissions / Emissions to air,kilogram,1.0606675782984987e-08
Thorium-230,Emissions / Emissions to air,kilo Becquerel,1.0472363242186862e-08
molybdenum,Emissions / Emissions to water,kilogram,1.0451447192810732e-08
Barium,Emissions / Emissions to water,kilogram,1.0444010790528755e-08
Carbon Monoxide (biogenic),Emissions / Emissions to air,kilogram,1.0442379809107666e-08
Magnesium,natural resource,kilogram,1.0383296603451459e-08
"Carboxylic Acids, Unspecified",water,kilogram,1.0381902814740595e-08
"Oils, unspecified",Emissions / Emissions to soil,kilogram,1.0198226770294587e-08
Iron,Emissions / Emissions to air,kilogram,1.000955661961386e-08
Antimony-124,Emissions / Emissions to water,kilo Becquerel,9.995489127594856e-09
Formaldehyde,Emissions / Emissions to air,kilogram,9.970417730717802e-09
Magnesium,Emissions / Emissions to soil,kilogram,9.70486981721004e-09
Zinc,Emissions / Emissions to air,kilogram,9.526944527629474e-09
Agriculture,Land use / Land occupation,square meter-year,9.50515517197763e-09
"Hydrocarbons, Chlorinated",air,kilogram,9.285721641344438e-09
Antimony-125,Emissions / Emissions to water,kilo Becquerel,8.813323670884369e-09
Ozone,air,kilogram,8.793818601466402e-09
tin,Emissions / Emissions to water,kilogram,8.7345126677861e-09
Propane,Emissions / Emissions to air,kilogram,8.47655425517718e-09
Argon-41,air,kilo Becquerel,8.470807819565836e-09
Copper,Emissions / Emissions to air,kilogram,8.467902178005769e-09
Potassium,air,kilogram,8.17890492155295e-09
Colemanite,soil,kilogram,7.92621521230624e-09
selenium,Emissions / Emissions to water,kilogram,7.889133551601561e-09
"From Traffic Area, Rail/road Embankment",Land use / Land transformation,square meter,7.604230938096912e-09
Butane,Emissions / Emissions to air,kilogram,7.3897724208140006e-09
Thorium-228,air,kilo Becquerel,7.388032285686547e-09
To Unspecified,Land use / Land transformation,square meter,7.345600252036964e-09
antimony,Emissions / Emissions to water,kilogram,7.3094808148411154e-09
sulfur,Emissions / Emissions to soil,kilogram,7.278646991042241e-09
"Energy, Geothermal, Converted",natural resource,megajoule,7.240458598382625e-09
Lead,Emissions / Emissions to air,kilogram,7.100929066423492e-09
Sulfate Ion,air,kilogram,6.195037388855028e-09
Sand,soil,kilogram,6.12590705335465e-09
Iron,Emissions / Emissions to soil,kilogram,6.115627582597811e-09
Hydrogen Chloride,Emissions / Emissions to air,kilogram,6.0680618242130845e-09
Barium(2+),Emissions / Emissions to soil,kilogram,6.065538953238722e-09
Manganese,Emissions / Emissions to water,kilogram,5.894135174127156e-09
Calcium,Emissions / Emissions to air,kilogram,5.800070508176941e-09
Iron,Emissions / Emissions to air,kilogram,5.543585502477521e-09
Acetaldehyde,Emissions / Emissions to air,kilogram,5.299738985848994e-09
Thorium-232,emissions to air / high. pop.,kilo Becquerel,5.260018769128353e-09
