flow,compartment,unit,amount
Thorium-232,emissions to air / low. pop.,kilo Becquerel,1.4953170471013297e-07
Barium,Emissions / Emissions to water,kilogram,1.4936184379859632e-07
fluorane,Emissions / Emissions to air,kilogram,1.4777168142384882e-07
lead,Emissions / Emissions to water,kilogram,1.4726240672257882e-07
"From Pasture/meadow, Intensive",Land use / Land transformation,square meter,1.4568876875206913e-07
Cesium-134,Emissions / Emissions to water,kilo Becquerel,1.436085823964304e-07
aluminium,Emissions / Emissions to soil,kilogram,1.4191789508298117e-07
Calcium,Emissions / Emissions to air,kilogram,1.40454279880183e-07
Thorium-232,emissions to air / high. pop.,kilo Becquerel,1.3957986780086182e-07
Thorium-234,air,kilo Becquerel,1.3864618180014997e-07
Protactinium-234,air,kilo Becquerel,1.3860664899860193e-07
Hydrogen-3,Emissions / Emissions to air,kilo Becquerel,1.378762625361799e-07
"Carbon, organic, in soil or biomass stock",resources / in ground,kilogram,1.3667707055164857e-07
Fluoride Ion,Emissions / Emissions to water,kilogram,1.338353875278447e-07
Zinc-65,water,kilo Becquerel,1.3088801425333464e-07
"Carboxylic Acids, Unspecified",water,kilogram,1.2796853342511009e-07
From Dump Site,Land use / Land transformation,square meter,1.2588777732270617e-07
Manganese-54,Emissions / Emissions to water,kilo Becquerel,1.2306883790607683e-07
selenium,Emissions / Emissions to water,kilogram,1.1961699344441014e-07
"Metamorphous rock, graphite containing",resources / in ground,kilogram,1.1827315019786065e-07
Potassium,air,kilogram,1.1733746690589048e-07
Particles (> PM10),air,kilogram,1.1420882598514718e-07
Magnesium,Emissions / Emissions to soil,kilogram,1.1353432862401752e-07
Iron,Emissions / Emissions to water,kilogram,1.1061769593377149e-07
Xenon-135,air,kilo Becquerel,1.10032499508057e-07
"DOC, Dissolved Organic Carbon",water,kilogram,1.0827217737480121e-07
Pentane,Emissions / Emissions to air,kilogram,1.0278397331447155e-07
"Noise, aircraft, freight",non material emissions / unspecified,ton kilometer,1.0196158557143948e-07
Potassium-40,water,kilo Becquerel,9.954881964193848e-08
"From Forest, Natural",Land use / Land transformation,square meter,9.768038064708559e-08
Fluorine,natural resource,kilogram,9.563303632988874e-08
"Oils, Unspecified",Emissions / Emissions to water,kilogram,9.511444971071148e-08
Thorium-228,air,kilo Becquerel,9.496108124660684e-08
Scandium,"emissions to water / groundwater, long-term",kilogram,9.491525062019954e-08
"Nitrogen, Total (excluding N2)",Emissions / Emissions to water,kilogram,9.398614523812824e-08
Thorium-228,air,kilo Becquerel,9.378603489650128e-08
Barium(2+),Emissions / Emissions to water,kilogram,9.277030095204597e-08
tungsten,Emissions / Emissions to water,kilogram,9.189927307188919e-08
Magnesium,natural resource,kilogram,8.865453420669908e-08
"Hydrocarbons, Aliphatic, Unsaturated",air,kilogram,8.741378082185656e-08
Sulfur,Resources / Resources from ground,kilogram,8.595012404976913e-08
sulfur,Emissions / Emissions to soil,kilogram,8.515073871243737e-08
"To Traffic Area, Road Network",Land use / Land transformation,square meter,8.426482518079265e-08
To Pasture/meadow,Land use / Land transformation,square meter,8.115131842384363e-08
Xylene,Emissions / Emissions to air,kilogram,7.899090700721017e-08
tin,Emissions / Emissions to water,kilogram,7.715187883096249e-08
cadmium,Emissions / Emissions to water,kilogram,7.712000290605572e-08
To Unspecified,Land use / Land transformation,square meter,7.649390257663629e-08
Sulfide ion,water,kilogram,7.639194323652677e-08
Benzene,Emissions / Emissions to air,kilogram,7.352233912996942e-08
Nitrogen,water,kilogram,7.100152927958966e-08
Barium(2+),Emissions / Emissions to soil,kilogram,7.095894662739402e-08
hydrogen sulfide,Emissions / Emissions to water,kilogram,7.035784282597118e-08
Hydrogen,air,kilogram,6.895886409025773e-08
Magnesium,Emissions / Emissions to air,kilogram,6.841561886549153e-08
Iodide Ion,Emissions / Emissions to water,kilogram,6.739337603057659e-08
Pentane,Emissions / Emissions to air,kilogram,6.346558233863084e-08
"Hydrocarbons, Aliphatic, Alkanes, Unspecified",air,kilogram,5.998945960049658e-08
From Industrial Area,Land use / Land transformation,square meter,5.965868216246442e-08
Ulexite,resources / in ground,kilogram,5.847615519814097e-08
Xylene,Emissions / Emissions to air,kilogram,5.6979981280442625e-08
"Energy, Geothermal, Converted",natural resource,megajoule,5.6209165550952356e-08
Tin atom,Resources / Resources from ground,kilogram,5.5709178873301785e-08
"Oils, biogenic",emissions to soil / forestry,kilogram,5.536081484821387e-08
"Oils, Unspecified",Emissions / Emissions to water,kilogram,5.513132344356024e-08
Uranium-235,Emissions / Emissions to air,kilo Becquerel,5.512776391446127e-08
Aluminium,Emissions / Emissions to water,kilogram,5.40532323645893e-08
To Shrub Land,Land use / Land transformation,square meter,5.250485665447116e-08
Silicon,Emissions / Emissions to soil,kilogram,5.187721247982836e-08
antimony,Emissions / Emissions to water,kilogram,5.052183916436914e-08
Chromium,Emissions / Emissions to air,kilogram,4.9680452064033286e-08
Potassium,soil,kilogram,4.967410243844395e-08
Chlorate ion,Emissions / Emissions to water,kilogram,4.895857084660491e-08
