flow,compartment,unit,amount
"Oils, Unspecified",Emissions / Emissions to water,kilogram,1.5240441672573576e-08
cobalt,Emissions / Emissions to water,kilogram,1.5078643532879866e-08
"Wood, soft, standing",resources / biotic,cubic meter,1.4984046411173544e-08
Thorium-232,emissions to water / river,kilo Becquerel,1.4768300511993269e-08
Carbon Monoxide (biogenic),Emissions / Emissions to air,kilogram,1.4751594917111178e-08
Sodium chloride,resources / in water,kilogram,1.3743784242905744e-08
Uranium-238,Emissions / Emissions to air,kilo Becquerel,1.362647905512989e-08
"To Traffic Area, Road Network",Land use / Land transformation,square meter,1.3428112448098384e-08
Fluoride Ion,Emissions / Emissions to water,kilogram,1.3399796492624445e-08
"From Forest, Extensive",Land use / Land transformation,square meter,1.3250457806785712e-08
Cobalt-58,Emissions / Emissions to water,kilo Becquerel,1.3214844980678333e-08
From Industrial Area,Land use / Land transformation,square meter,1.2941198343748706e-08
"To Permanent Crops, Non-irrigated, Intensive",Land use / Land transformation,square meter,1.2701510017633753e-08
Fluoride Ion,Emissions / Emissions to water,kilogram,1.261150527849155e-08
From Mineral Extraction Site,Land use / Land transformation,square meter,1.2558011824164637e-08
Lithium,Emissions / Emissions to water,kilogram,1.246992650133053e-08
"Urban, Discontinuously Built",Land use / Land occupation,square meter-year,1.2282580183183607e-08
To Seabed,land use,square meter,1.2154492247792425e-08
Zinc,Emissions / Emissions to water,kilogram,1.1942909694891684e-08
Uranium-234,Emissions / Emissions to air,kilo Becquerel,1.1873508488762932e-08
Pentane,Emissions / Emissions to air,kilogram,1.1492340708409676e-08
"Wood, hard, standing",resources / biotic,cubic meter,1.1409380098195008e-08
Phosphorus,Emissions / Emissions to soil,kilogram,1.0798891789259971e-08
Fluoride Ion,Emissions / Emissions to soil,kilogram,1.079885942667711e-08
Potassium,water,kilogram,1.0762920058994079e-08
Hexane,Emissions / Emissions to air,kilogram,1.0402749139778245e-08
Cobalt-60,Emissions / Emissions to water,kilo Becquerel,1.024628667242713e-08
"Hydrocarbons, Aliphatic, Unsaturated",water,kilogram,1.0050940607859448e-08
Nitrogen,air,kilogram,9.731878437439111e-09
Nitrous Oxide,Emissions / Emissions to air,kilogram,9.498378252133104e-09
To Shrub Land,Land use / Land transformation,square meter,9.420915839509863e-09
Chlorate ion,Emissions / Emissions to water,kilogram,8.921146180794623e-09
Silver-110,Emissions / Emissions to water,kilo Becquerel,8.64818379673966e-09
manganese,Emissions / Emissions to soil,kilogram,8.63910583709385e-09
Chromium,Emissions / Emissions to air,kilogram,8.633238053712525e-09
Chromium VI,"emissions to water / groundwater, long-term",kilogram,8.47333315399342e-09
Rubidium,water,kilogram,8.375783522482417e-09
Propane,Emissions / Emissions to air,kilogram,8.047949954329434e-09
Benzene,Emissions / Emissions to water,kilogram,7.920809983034234e-09
Particles (> PM10),air,kilogram,7.825755956796008e-09
Butane,Emissions / Emissions to air,kilogram,7.66601020639008e-09
"Energy, Geothermal, Converted",natural resource,megajoule,7.662394420587157e-09
Thorium-230,Emissions / Emissions to air,kilo Becquerel,7.345823580292066e-09
Trifluoromethane,Emissions / Emissions to air,kilogram,7.120042509587478e-09
