flow,compartment,unit,amount
Carbon Monoxide (fossil),Emissions / Emissions to air,kilogram,0.04383923017859455
"To Urban, Discontinuously Built",Land use / Land transformation,square meter,0.04222159294935298
Basalt,soil,kilogram,0.04193862919820851
"Clay, bentonite",resources / in ground,kilogram,0.03993906825225955
Potassium chloride,resources / in ground,kilogram,0.03861952608798868
Total Organic Carbon,water,kilogram,0.03859044348492113
manganese,Emissions / Emissions to water,kilogram,0.03716373506586689
"Suspended Solids, Unspecified",water,kilogram,0.03521723307098447
Particles (PM10),Emissions / Emissions to air,kilogram,0.03483767154353056
Nitrogen Oxides,Emissions / Emissions to air,kilogram,0.03315225954473144
"To Forest, Intensive",Land use / Land transformation,square meter,0.03148667498177385
"Organic carbon, placed in landfill",resources / in ground,kilogram,0.030635020533417018
Xenon-133,Emissions / Emissions to air,kilo Becquerel,0.030311497231063047
"From Forest, Intensive",Land use / Land transformation,square meter,0.030244937429578504
Particles (PM2.5),Emissions / Emissions to air,kilogram,0.030117408334116358
Potassium-40,water,kilo Becquerel,0.029321429929165435
fluoride,Emissions / Emissions to water,kilogram,0.028282695464705583
Magnesium,Emissions / Emissions to water,kilogram,0.026942387037226744
Water,air,cubic meter,0.02666043911779935
Lead,Resources / Resources from ground,kilogram,0.025778110841756487
Iodine-131,Emissions / Emissions to air,kilo Becquerel,0.025013830735600876
Manganese,Resources / Resources from ground,kilogram,0.02442878614509567
Ammonium,Emissions / Emissions to water,kilogram,0.023659160752377274
Biological Oxygen Demand,water,kilogram,0.0228016575464777
"Noise, aircraft, passenger",non material emissions / unspecified,person kilometer,0.021539094739796143
Particles (> PM10),air,kilogram,0.021048849643357105
Magnesium,Emissions / Emissions to water,kilogram,0.02064714861297086
Uranium alpha,emissions to water / lake,kilo Becquerel,0.02047716200823404
Fluorspar,soil,kilogram,0.019049632974586447
Potassium,water,kilogram,0.018597690506537118
Chloride,Emissions / Emissions to water,kilogram,0.018299787149024957
Nitrate,Emissions / Emissions to water,kilogram,0.016750490790751606
Chemical Oxygen Demand,water,kilogram,0.01640907563052537
Fluorine,natural resource,kilogram,0.016221332323100354
Xenon-137,air,kilo Becquerel,0.015924959370313987
To Arable,Land use / Land transformation,square meter,0.015765711850103357
Krypton-88,air,kilo Becquerel,0.01557776843499618
Titanium,Resources / Resources from ground,kilogram,0.015361674960874821
Chloride,Emissions / Emissions to soil,kilogram,0.015220644642355863
zinc,Emissions / Emissions to water,kilogram,0.015045031795916963
Biological Oxygen Demand,water,kilogram,0.014716651257772658
Chemical Oxygen Demand,water,kilogram,0.01410988851457277
Potassium,water,kilogram,0.013959902240777844
From Unspecified,Land use / Land transformation,square meter,0.013746398295479927
Chemical Oxygen Demand,water,kilogram,0.013101438059165625
Biological Oxygen Demand,water,kilogram,0.012978584804061081
"Solids, Inorganic",water,kilogram,0.012942268528417795
To Dump Site,Land use / Land transformation,square meter,0.012756538057831304
Krypton-87,air,kilo Becquerel,0.012574457318243928
Sodium,water,kilogram,0.012292005442236808
Sulfur Dioxide,Emissions / Emissions to air,kilogram,0.01193610360439655
To Mineral Extraction Site,Land use / Land transformation,square meter,0.011288004151177236
Particles (PM10),Emissions / Emissions to air,kilogram,0.011233980527228708
Hydrogen,air,kilogram,0.010897886753789271
"Nitrogen, Total (excluding N2)",Emissions / Emissions to water,kilogram,0.010862019055781411
From Seabed,land use,square meter,0.01070148618922127
Calcium,Emissions / Emissions to water,kilogram,0.010331111390892041
Radon-220,air,kilo Becquerel,0.010330520431704448
Calcium,Emissions / Emissions to soil,kilogram,0.009608236627717025
To Industrial Area,Land use / Land transformation,square meter,0.009471015448691111
boron,Emissions / Emissions to water,kilogram,0.009408582244333405
"DOC, Dissolved Organic Carbon",water,kilogram,0.009028410690879979
Methane (fossil),Emissions / Emissions to air,kilogram,0.00858533805956545
chloride,Emissions / Emissions to soil,kilogram,0.00840700648049784
"Wood, soft, standing",resources / biotic,cubic meter,0.008402874512423853
Silicon,Emissions / Emissions to water,kilogram,0.008020797171178264
strontium,Emissions / Emissions to water,kilogram,0.00788135677996464
Water,Emissions / Emissions to water,cubic meter,0.007677850275981508
Arable,Land use / Land occupation,square meter-year,0.007590414666654751
Carbon,soil,kilogram,0.007205895387784301
copper,Emissions / Emissions to water,kilogram,0.006938607517279379
"DOC, Dissolved Organic Carbon",water,kilogram,0.006778990267535785
Barium sulfate,Emissions / Emissions to water,kilogram,0.006638186228788618
Uranium-238,Emissions / Emissions to water,kilo Becquerel,0.006396171238350566
Iron,Emissions / Emissions to water,kilogram,0.006338035912837389
Ethane,Emissions / Emissions to air,kilogram,0.006313206106429829
Strontium,Emissions / Emissions to water,kilogram,0.006294178789688139
From Arable,Land use / Land transformation,square meter,0.0062507998262428715
Tebutam,soil,kilogram,0.006150456815782654
Krypton-89,air,kilo Becquerel,0.0058545903369718695
Polonium-210,Emissions / Emissions to air,kilo Becquerel,0.005754105823227219
nickel,Emissions / Emissions to water,kilogram,0.0053010442878763
Xenon-135,air,kilo Becquerel,0.005186662259221825
Carbonate Ion,water,kilogram,0.005143396706917034
"Carbon, organic, in soil or biomass stock",resources / in ground,kilogram,0.005085481619033116
Butane,Emissions / Emissions to air,kilogram,0.005043050078432178
Sodium,soil,kilogram,0.0049928004862928475
Sodium sulfate,resources / in ground,kilogram,0.004920531466087288
Hydrogen Chloride,Emissions / Emissions to air,kilogram,0.004907228543787937
Methane (biogenic),Emissions / Emissions to air,kilogram,0.004844047220332646
Particles (PM2.5),Emissions / Emissions to air,kilogram,0.004838314697797066
iron,Emissions / Emissions to soil,kilogram,0.004804906247822016
Xenon-133m,air,kilo Becquerel,0.004725666838505438
Aluminium,Emissions / Emissions to air,kilogram,0.004628286419866452
Zinc(2+),Emissions / Emissions to soil,kilogram,0.0045856408251366285
From Shrub Land,Land use / Land transformation,square meter,0.004536655690119404
Total Organic Carbon,water,kilogram,0.0044095272327691224
Radon-220,air,kilo Becquerel,0.004354573569842392
Agriculture,Land use / Land occupation,square meter-year,0.004214633117800487
titanium,Emissions / Emissions to water,kilogram,0.004147969973336399
Phosphate,Emissions / Emissions to water,kilogram,0.0040946302858718645
"Oils, Unspecified",Emissions / Emissions to water,kilogram,0.0040461488376372775
Strontium,Emissions / Emissions to water,kilogram,0.004031312898144131
Radium-226,Emissions / Emissions to air,kilo Becquerel,0.003808018790775851
Uranium alpha,emissions to air / low. pop.,kilo Becquerel,0.003624435615264828
"From Forest, Natural",Land use / Land transformation,square meter,0.0036216888452320667
"DOC, Dissolved Organic Carbon",water,kilogram,0.00353713959994417
Propane,Emissions / Emissions to air,kilogram,0.003517351379321731
Particles (PM10),Emissions / Emissions to air,kilogram,0.0035044118284598283
Carbonate Ion,water,kilogram,0.0034622412201156818
"Carboxylic Acids, Unspecified",water,kilogram,0.003457622645769344
Pentane,Emissions / Emissions to air,kilogram,0.0034504914442693084
Lead-210,Emissions / Emissions to air,kilo Becquerel,0.0034096541751262094
Uranium-235,Emissions / Emissions to water,kilo Becquerel,0.003406420049293825
Methane (biogenic),Emissions / Emissions to air,kilogram,0.0033794955092910756
(1S)-1-(ethylcarbamoyl)ethyl N-phenylcarbamate,Emissions / Emissions to soil,kilogram,0.003328584932686141
Molybdenum,Resources / Resources from ground,kilogram,0.003249858353694599
lake water,Resources / Resources from water,cubic meter,0.003166890901450975
Kaolinite,soil,kilogram,0.0031196078456516953
Cobalt-58,Emissions / Emissions to water,kilo Becquerel,0.003049597779079316
Hydrogen-3,Emissions / Emissions to air,kilo Becquerel,0.003017560465847258
Ammonium,Emissions / Emissions to water,kilogram,0.0029910991468013594
