flow,compartment,unit,amount
Cobalt-60,Emissions / Emissions to water,kilo Becquerel,0.00017046134454562804
Hydrogen Chloride,Emissions / Emissions to air,kilogram,0.00017011221201581453
Magnesium,Emissions / Emissions to water,kilogram,0.00016986275400980748
Uranium alpha,emissions to water / lake,kilo Becquerel,0.00016930624306141145
Chlorate ion,Emissions / Emissions to water,kilogram,0.0001644369397608592
lake water,Resources / Resources from water,cubic meter,0.00016358733436295608
Ammonia,Emissions / Emissions to air,kilogram,0.00016125062928055333
zinc,Emissions / Emissions to water,kilogram,0.00016002454622060234
Construction Site,Land use / Land occupation,square meter-year,0.00015823408081925734
Particles (> PM10),air,kilogram,0.00015079180204398754
Iodine-129,Emissions / Emissions to water,kilo Becquerel,0.00014968217165373904
Thorium-228,water,kilo Becquerel,0.00014847753269591496
"Clay, bentonite",resources / in ground,kilogram,0.00014772911593143894
Chloride,Emissions / Emissions to soil,kilogram,0.00014393139834365727
Fluoride Ion,Emissions / Emissions to water,kilogram,0.00014370059167083545
Ammonium,Emissions / Emissions to water,kilogram,0.00014285339154905544
Polonium-210,water,kilo Becquerel,0.0001426753342911181
Fluorspar,soil,kilogram,0.00014192419682369518
"Radioactive Species, Other Beta Emitters",air,kilo Becquerel,0.00012485602899978213
"Organic carbon, placed in landfill",resources / in ground,kilogram,0.00011999754343222076
Manganese,Resources / Resources from ground,kilogram,0.00011664977718453977
Krypton-88,air,kilo Becquerel,0.00011173569989964177
Methane (biogenic),Emissions / Emissions to air,kilogram,0.00010646331496945448
From Unspecified,Land use / Land transformation,square meter,0.00010474914311708643
strontium,Emissions / Emissions to water,kilogram,0.00010367615593655573
Krypton-87,air,kilo Becquerel,0.00010362684183540397
Hydrogen,air,kilogram,0.00010024836988832016
To Industrial Area,Land use / Land transformation,square meter,9.969273109423109e-05
Calcium,Emissions / Emissions to water,kilogram,9.76842467843777e-05
Radon-220,air,kilo Becquerel,9.715689100457575e-05
Carbon Monoxide (biogenic),Emissions / Emissions to air,kilogram,8.820222066728042e-05
copper,Emissions / Emissions to water,kilogram,8.68345452833912e-05
Sulfate Ion,water,kilogram,8.437323813396436e-05
Particles (PM10),Emissions / Emissions to air,kilogram,8.331973811507067e-05
Xenon-133m,air,kilo Becquerel,7.7996299151967e-05
Xenon-137,air,kilo Becquerel,7.62010632791028e-05
Polonium-210,Emissions / Emissions to air,kilo Becquerel,7.342037584726309e-05
Cesium-134,Emissions / Emissions to water,kilo Becquerel,7.324939851298746e-05
Total Organic Carbon,water,kilogram,7.282241270235152e-05
Radium-226,Emissions / Emissions to air,kilo Becquerel,7.144346254542868e-05
"Wood, soft, standing",resources / biotic,cubic meter,7.061596951525654e-05
boron,Emissions / Emissions to water,kilogram,6.666772480053572e-05
To Arable,Land use / Land transformation,square meter,6.555193660222779e-05
Particles (PM2.5),Emissions / Emissions to air,kilogram,6.49122084452353e-05
Particles (PM10),Emissions / Emissions to air,kilogram,6.467622526162549e-05
Uranium-238,Emissions / Emissions to air,kilo Becquerel,6.287110046455146e-05
Particles (PM2.5),Emissions / Emissions to air,kilogram,6.247702905274559e-05
Ethylene,Emissions / Emissions to air,kilogram,6.098877966078931e-05
titanium,Emissions / Emissions to water,kilogram,6.058055438078712e-05
"Hydrocarbons, Aromatic",Emissions / Emissions to air,kilogram,5.952690626568083e-05
Silicon,Emissions / Emissions to water,kilogram,5.892823923018029e-05
To Agriculture,Land use / Land transformation,square meter,5.880149893941804e-05
Zinc,Emissions / Emissions to water,kilogram,5.8424322914928414e-05
From Agriculture,Land use / Land transformation,square meter,5.640860473480114e-05
Xenon-135,air,kilo Becquerel,5.593317067288384e-05
Carbon-14,Emissions / Emissions to water,kilo Becquerel,5.131024273423604e-05
Ammonia,Emissions / Emissions to air,kilogram,5.105700437128767e-05
"From Pasture/meadow, Intensive",Land use / Land transformation,square meter,5.0490266550499615e-05
Arable,Land use / Land occupation,square meter-year,4.994695847062908e-05
Non-methane Volatile Organic Compounds,Emissions / Emissions to air,kilogram,4.885311830400293e-05
nickel,Emissions / Emissions to water,kilogram,4.8559541597958356e-05
Uranium-238,Emissions / Emissions to water,kilo Becquerel,4.851707813590095e-05
Uranium-235,Emissions / Emissions to water,kilo Becquerel,4.529943718178162e-05
Titanium,Resources / Resources from ground,kilogram,4.455300958039028e-05
Uranium alpha,emissions to air / low. pop.,kilo Becquerel,4.328997432966862e-05
Nitrous Oxide,Emissions / Emissions to air,kilogram,4.322705584521246e-05
Lead-210,Emissions / Emissions to air,kilo Becquerel,4.129570133709023e-05
From Arable,Land use / Land transformation,square meter,4.09243809987675e-05
Shrub Land,Land use / Land occupation,square meter-year,4.06976464787819e-05
Hydrogen Chloride,Emissions / Emissions to air,kilogram,3.9233688144208265e-05
"Solids, Inorganic",water,kilogram,3.76127175593205e-05
Kaolinite,soil,kilogram,3.653082090725434e-05
Bromine,Emissions / Emissions to water,kilogram,3.524321357281332e-05
"DOC, Dissolved Organic Carbon",water,kilogram,3.459170639913501e-05
Magnesium,Emissions / Emissions to water,kilogram,3.2949386187591745e-05
"Permanent Crops, Non-irrigated, Intensive",Land use / Land occupation,square meter-year,3.251650991374305e-05
Vinyl Chloride,Emissions / Emissions to air,kilogram,3.244488809568123e-05
To Unspecified,Land use / Land transformation,square meter,3.181113228249915e-05
"Noise, aircraft, passenger",non material emissions / unspecified,person kilometer,3.0840831685996306e-05
Bauxite,soil,kilogram,3.0097990236903323e-05
antimony,Emissions / Emissions to water,kilogram,2.9886140923890587e-05
To Dump Site,Land use / Land transformation,square meter,2.9699336008818515e-05
"1,2-dichloroethane",Emissions / Emissions to air,kilogram,2.8783008571845167e-05
Krypton-89,air,kilo Becquerel,2.873609880526149e-05
From Shrub Land,Land use / Land transformation,square meter,2.829094250832965e-05
Nitrous Oxide,Emissions / Emissions to air,kilogram,2.782333731109238e-05
"Carbon, organic, in soil or biomass stock",resources / in ground,kilogram,2.780850235091528e-05
Biological Oxygen Demand,water,kilogram,2.6955978580206273e-05
Uranium-234,Emissions / Emissions to water,kilo Becquerel,2.6833971349150316e-05
"Oils, Unspecified",Emissions / Emissions to water,kilogram,2.6263015438905426e-05
To Mineral Extraction Site,Land use / Land transformation,square meter,2.4716856340101587e-05
Sodium sulfate,resources / in ground,kilogram,2.4069031299668203e-05
Potassium-40,water,kilo Becquerel,2.3547194778021515e-05
Chlorate ion,Emissions / Emissions to water,kilogram,2.3441776980340535e-05
hydrogen sulfide,Emissions / Emissions to water,kilogram,2.3336218462855392e-05
lead,Emissions / Emissions to water,kilogram,2.3080345750343553e-05
Shale,soil,kilogram,2.283346257346073e-05
Potassium,water,kilogram,2.2749166395154933e-05
Cobalt-58,Emissions / Emissions to water,kilo Becquerel,2.2592928709528534e-05
Thorium-234,water,kilo Becquerel,2.2260562839613492e-05
Protactinium-234,water,kilo Becquerel,2.2256963356520805e-05
Chromium VI,"emissions to water / groundwater, long-term",kilogram,2.1351809227196794e-05
barium,Emissions / Emissions to water,kilogram,2.119764570354502e-05
Sulfate Ion,air,kilogram,2.1180429722823786e-05
Aluminium,Emissions / Emissions to air,kilogram,2.0815913835842077e-05
To Water Bodies,land use,square meter,2.0410392254888648e-05
"Hydrocarbons, Chlorinated",air,kilogram,1.9585187611438056e-05
Polonium-210,water,kilo Becquerel,1.9166889154768103e-05
"Wood, hard, standing",resources / biotic,cubic meter,1.875857497524403e-05
Ethane,Emissions / Emissions to air,kilogram,1.873136166899391e-05
"From Forest, Natural",Land use / Land transformation,square meter,1.8679127247232986e-05
"Acidity, unspecified",emissions to water / river,kilogram,1.8342792120962547e-05
"Nitrogen, Total (excluding N2)",Emissions / Emissions to water,kilogram,1.7691077878012115e-05
Molybdenum,Resources / Resources from ground,kilogram,1.7637345765086763e-05
Potassium,water,kilogram,1.7450199902716593e-05
Lead,Resources / Resources from ground,kilogram,1.711933492877656e-05
Chemical Oxygen Demand,water,kilogram,1.6331231665712103e-05
Bromate,Emissions / Emissions to water,kilogram,1.61121083106674e-05
Barium(2+),Emissions / Emissions to water,kilogram,1.549051106304312e-05
Silver-110,Emissions / Emissions to water,kilo Becquerel,1.5316786645766864e-05
Antimony,Emissions / Emissions to water,kilogram,1.5288434317429064e-05
Adsorbable Organic Halogen Compounds,Emissions / Emissions to water,kilogram,1.4912062902592906e-05
Nitrogen,air,kilogram,1.421402388923562e-05
"To Traffic Area, Rail/road Embankment",Land use / Land transformation,square meter,1.3512300084630498e-05
Propylene,Emissions / Emissions to air,kilogram,1.3433197326762576e-05
beryllium,Emissions / Emissions to water,kilogram,1.3141877603135156e-05
From Seabed,land use,square meter,1.3123404237536968e-05
"Actinides, Radioactive, Unspecified",water,kilo Becquerel,1.3099973552149964e-05
Uranium-238,Emissions / Emissions to air,kilo Becquerel,1.2910272420633005e-05
vanadium,Emissions / Emissions to water,kilogram,1.2543862359707875e-05
From Dump Site,Land use / Land transformation,square meter,1.2373787008710554e-05
"From Traffic Area, Rail/road Embankment",Land use / Land transformation,square meter,1.2240034588650084e-05
Calcium,Emissions / Emissions to soil,kilogram,1.2096317693783523e-05
cobalt,Emissions / Emissions to water,kilogram,1.1976962007407954e-05
Particles (> PM10),air,kilogram,1.1419059222057404e-05
Potassium-40,water,kilo Becquerel,1.1297489649324564e-05
Uranium-234,Emissions / Emissions to air,kilo Becquerel,1.0846381248825811e-05
"DOC, Dissolved Organic Carbon",water,kilogram,1.0789644472413017e-05
Ethane,Emissions / Emissions to air,kilogram,1.0757029434817023e-05
Chromium,Emissions / Emissions to water,kilogram,1.0693688088535913e-05
Colemanite,soil,kilogram,1.0692098776527829e-05
chloride,Emissions / Emissions to soil,kilogram,1.0582112935805459e-05
Fluorine,natural resource,kilogram,9.805982681593707e-06
Iodine-129,Emissions / Emissions to air,kilo Becquerel,9.482791380663024e-06
Olivine,soil,kilogram,9.391046963068346e-06
Ammonium,Emissions / Emissions to water,kilogram,9.38263491713224e-06
Xenon-138,air,kilo Becquerel,9.283084402305719e-06
Carbon,soil,kilogram,9.069177364434846e-06
From Mineral Extraction Site,Land use / Land transformation,square meter,9.066451885464106e-06
"Acidity, unspecified",emissions to water / unspecified,kilogram,9.02029306134611e-06
Iron,Emissions / Emissions to water,kilogram,8.941990066359434e-06
Xenon-137,air,kilo Becquerel,8.455869488677036e-06
Radium-228,air,kilo Becquerel,8.35762157129676e-06
Thorium-230,Emissions / Emissions to air,kilo Becquerel,8.253963537334093e-06
To Shrub Land,Land use / Land transformation,square meter,8.127511185069833e-06
Carbon Monoxide (biogenic),Emissions / Emissions to air,kilogram,8.101382397541398e-06
Silicon,Emissions / Emissions to air,kilogram,8.079729739669794e-06
tin,Emissions / Emissions to water,kilogram,8.071987475938292e-06
Anhydrite,resources / in ground,kilogram,8.065468585588063e-06
Barium sulfate,Emissions / Emissions to water,kilogram,8.056933139973154e-06
Acetic Acid,Emissions / Emissions to air,kilogram,8.02947925962329e-06
Sodium,soil,kilogram,7.861009653533266e-06
"Noise, aircraft, freight",non material emissions / unspecified,ton kilometer,7.832285144626847e-06
Strontium,Emissions / Emissions to water,kilogram,7.701097670223549e-06
Ammonia,Emissions / Emissions to air,kilogram,7.655055351373972e-06
bromine,Emissions / Emissions to water,kilogram,7.623375087070705e-06
Water,Emissions / Emissions to water,cubic meter,7.524202071753508e-06
fluorane,Emissions / Emissions to air,kilogram,7.42122020153856e-06
"To Traffic Area, Road Network",Land use / Land transformation,square meter,7.056096378249167e-06
Nickel,Emissions / Emissions to water,kilogram,6.854592349319252e-06
Particles (PM10),Emissions / Emissions to air,kilogram,6.851435508816512e-06
Propane,Emissions / Emissions to air,kilogram,6.656885211100937e-06
"Radioactive Species, Other Beta Emitters",air,kilo Becquerel,6.553397951012593e-06
Benzene,Emissions / Emissions to air,kilogram,6.532310583004956e-06
Formaldehyde,Emissions / Emissions to air,kilogram,6.529973410051186e-06
Aluminium,Emissions / Emissions to water,kilogram,6.38795069870512e-06
Potassium,air,kilogram,6.338369379351622e-06
"Hydrocarbons, Aliphatic, Alkanes, Unspecified",air,kilogram,6.336846059077897e-06
Carbonate Ion,water,kilogram,6.3244801004971715e-06
Nitrous Oxide,Emissions / Emissions to air,kilogram,6.27357655426192e-06
iron,Emissions / Emissions to air,kilogram,6.225733517977433e-06
Benzene,Emissions / Emissions to air,kilogram,6.15026158978663e-06
Carbon disulfide,Emissions / Emissions to air,kilogram,6.057395096419104e-06
iron,Emissions / Emissions to soil,kilogram,6.051329192323045e-06
Strontium,Emissions / Emissions to water,kilogram,6.027385389223243e-06
Potassium-40,air,kilo Becquerel,5.966267094625317e-06
Boron,Emissions / Emissions to water,kilogram,5.779080847249657e-06
Aluminium,Emissions / Emissions to air,kilogram,5.725172148375731e-06
Cyanide,Emissions / Emissions to air,kilogram,5.446362787493816e-06
Magnesium,natural resource,kilogram,5.382939769678038e-06
Butane,Emissions / Emissions to air,kilogram,5.3629943860190615e-06
"Water, salt, sole",resources / in water,cubic meter,5.287285600445649e-06
Sulfate Ion,air,kilogram,5.271537972019628e-06
To Inland Water Bodies,land use,square meter,5.147140803639455e-06
Toluene,Emissions / Emissions to air,kilogram,5.0642528644327365e-06
Butane,Emissions / Emissions to air,kilogram,4.738978722827007e-06
Uranium-238,Emissions / Emissions to air,kilo Becquerel,4.637008837325153e-06
"Oils, Unspecified",Emissions / Emissions to water,kilogram,4.621023808891351e-06
Particles (PM2.5),Emissions / Emissions to air,kilogram,4.567623679363917e-06
Chlorine,Emissions / Emissions to water,kilogram,4.551157040171916e-06
To Pasture/meadow,Land use / Land transformation,square meter,4.429865150525564e-06
Thorium-232,emissions to water / river,kilo Becquerel,4.408631274057937e-06
Propane,Emissions / Emissions to air,kilogram,4.386688339842255e-06
Zinc,Emissions / Emissions to water,kilogram,4.3250698881702286e-06
Ozone,air,kilogram,4.320872906079949e-06
Calcium,Emissions / Emissions to air,kilogram,4.2412543974232065e-06
"Carboxylic Acids, Unspecified",water,kilogram,4.231362262072253e-06
Pentane,Emissions / Emissions to air,kilogram,4.155260836164036e-06
Methanol,Emissions / Emissions to air,kilogram,4.092650057608675e-06
Polycyclic Aromatic Hydrocarbons,Emissions / Emissions to air,kilogram,4.0800297904099264e-06
Argon-41,air,kilo Becquerel,3.952716856700614e-06
Hydrogen Chloride,Emissions / Emissions to air,kilogram,3.894361871830243e-06
"Chlorinated Solvents, Unspecified",water,kilogram,3.893482297813158e-06
"Hydrocarbons, Chlorinated",air,kilogram,3.79185030839761e-06
Ammonium,Emissions / Emissions to water,kilogram,3.65896870528178e-06
arsenic,Emissions / Emissions to water,kilogram,3.4567914523142115e-06
Benzene,Emissions / Emissions to air,kilogram,3.409546889928561e-06
"Hydrocarbons, Chlorinated",air,kilogram,3.379716150855785e-06
Thorium-230,Emissions / Emissions to air,kilo Becquerel,3.2807239169107643e-06
Ethylene,Emissions / Emissions to air,kilogram,3.1657307823239313e-06
